seller_rank,seller_id,gmv_proxy,seller_share,gmv_proxy_share,cumulative_gmv_share,active_months,first_sale_month,last_sale_month
2352,4f0d637c1197fd65405ebd755ac9f86b,199.80,0.75993538,0.00001470,0.99469363,2,2018-05,2018-06
2353,ec5c1d94df153d473b37f880977ae58e,199.67,0.76025848,0.00001469,0.99470832,2,2018-05,2018-06
2354,4e2627090e6e5b9fabba883a37897683,199.50,0.76058158,0.00001468,0.99472300,2,2018-01,2018-02
2355,8060d731897e33b5c5ae575ce1e209e1,199.50,0.76090468,0.00001468,0.99473768,2,2018-05,2018-07
2356,4450bd8327d471c4a11a83d1445b1b62,199.00,0.76122779,0.00001464,0.99475232,1,2017-04,2017-04
2357,4ce8b55b4bfa4659184e7becc1fba3f2,199.00,0.76155089,0.00001464,0.99476696,1,2018-04,2018-04
2358,52f6f9f13ba19504c02781132a049e75,199.00,0.76187399,0.00001464,0.99478160,1,2017-03,2017-03
2359,e1bed63d68ac36fe1f3061befe196af5,199.00,0.76219709,0.00001464,0.99479624,1,2017-01,2017-01
2360,e9874ae10b2d60d43917b6bbfa13a599,199.00,0.76252019,0.00001464,0.99481088,1,2018-04,2018-04
2361,3d290fe363c60a77498c1126fd3fb8d3,198.98,0.76284330,0.00001464,0.99482552,3,2017-03,2017-06
2362,e503f22be6a4f456d9851920a5d9c670,198.90,0.76316640,0.00001463,0.99484016,2,2018-07,2018-08
2363,586a871d4f1221763fddb6ceefdeb95e,198.00,0.76348950,0.00001457,0.99485472,1,2017-01,2017-01
2364,b57e8460909fa137df7951b4a3b5ea84,198.00,0.76381260,0.00001457,0.99486929,1,2017-03,2017-03
2365,d8dd176509baa37f359644d082bf7f7b,198.00,0.76413570,0.00001457,0.99488386,1,2017-11,2017-11
2366,6f835fd4be26989b1b064399da346143,197.80,0.76445880,0.00001455,0.99489841,2,2018-05,2018-06
2367,9da15f4a4ea758d9eeb49000dbe57e22,196.90,0.76478191,0.00001449,0.99491290,1,2018-07,2018-07
2368,fe8055980a4ff7f64ed889c2b5926929,196.70,0.76510501,0.00001447,0.99492737,2,2018-06,2018-07
2369,809413606dbfe5deefd2db646693ef67,196.68,0.76542811,0.00001447,0.99494184,3,2017-11,2018-05
2370,8def3db7f272735afb2ecd03aeca09a7,196.00,0.76575121,0.00001442,0.99495626,2,2018-07,2018-08
2371,0f7eea709efdf942b5f95c7516dbacd7,195.74,0.76607431,0.00001440,0.99497066,2,2018-04,2018-05
2372,f356c348fbc8df6a882823e21f5ce8b7,195.18,0.76639742,0.00001436,0.99498503,1,2018-08,2018-08
2373,9c54608f0996c32ae4743089d915f845,194.80,0.76672052,0.00001433,0.99499936,2,2018-06,2018-07
2374,b5f49fe968dff6b112861e6cd8e192ef,194.70,0.76704362,0.00001432,0.99501368,1,2018-01,2018-01
2375,7d948535954aaf8c5d39db007f74372e,194.00,0.76736672,0.00001427,0.99502796,4,2017-07,2018-04
2376,f626e15b7314c267e4429010866f70e9,193.55,0.76768982,0.00001424,0.99504220,4,2018-02,2018-07
2377,05e107217c7266362fd44b75b2cd4cc4,193.38,0.76801292,0.00001423,0.99505642,2,2018-06,2018-08
2378,747c1cdcd1737dcfbd1547f6eb6f2cf3,193.10,0.76833603,0.00001421,0.99507063,2,2017-09,2018-01
2379,4d9fea3499bdc22aa4da4e339365f215,192.54,0.76865913,0.00001417,0.99508480,2,2018-02,2018-07
2380,78ba5933c21686d1c2f64669c8c459e7,191.80,0.76898223,0.00001411,0.99509891,2,2017-03,2017-05
2381,f5403d3f50089112c4eed37928b7f622,190.80,0.76930533,0.00001404,0.99511295,1,2017-02,2017-02
2382,f307937c1bb287c3efc2a514b94b0d1d,189.99,0.76962843,0.00001398,0.99512693,1,2017-06,2017-06
2383,778323240ce2830d68aab11794e00bfb,189.98,0.76995153,0.00001398,0.99514090,2,2018-06,2018-07
2384,43a1d4bab73b816e44ef4e4facd9f9b5,189.90,0.77027464,0.00001397,0.99515488,1,2017-02,2017-02
2385,7cf4ea70955b00d6b3c22542598e2715,189.90,0.77059774,0.00001397,0.99516885,1,2018-07,2018-07
2386,119c7f1a00ef43fad0e57604e76a747c,189.80,0.77092084,0.00001396,0.99518281,2,2017-10,2018-02
2387,213fafb0ca06fb3d5886579c2565791b,189.70,0.77124394,0.00001396,0.99519677,2,2018-06,2018-08
2388,686886775c8f6b1191c7b953fb52708c,189.00,0.77156704,0.00001391,0.99521067,1,2018-06,2018-06
2389,b00af24704019bd2e1b335e70ad11f7c,189.00,0.77189015,0.00001391,0.99522458,1,2018-06,2018-06
2390,e0482f2c769468c3bbcd8a01e09d98c5,189.00,0.77221325,0.00001391,0.99523849,1,2018-08,2018-08
2391,c360e4787614ed31ac7a2f95d3b22dc6,188.90,0.77253635,0.00001390,0.99525238,1,2018-06,2018-06
2392,c0aff2da32c17759d30b22fb0af6649d,188.80,0.77285945,0.00001389,0.99526627,2,2018-06,2018-08
2393,4c1c7281388a33dd06daac44f9fadbd1,188.32,0.77318255,0.00001386,0.99528013,2,2018-04,2018-06
2394,74c7dec0a384d8a05950e629bd23bde9,187.68,0.77350565,0.00001381,0.99529394,3,2017-07,2017-10
2395,a3b0df0065e264a91b7bbf5f844af5cd,186.69,0.77382876,0.00001374,0.99530767,1,2017-09,2017-09
2396,3a79f35a2344ede41af21267f61d5ec6,186.00,0.77415186,0.00001368,0.99532136,1,2017-11,2017-11
2397,c32fc744b9160ac853450488e3cfea93,185.70,0.77447496,0.00001366,0.99533502,3,2018-03,2018-06
2398,eec3469d83e142f9a104886655338c37,185.70,0.77479806,0.00001366,0.99534868,4,2017-02,2018-08
2399,f9eda05b67bef472deaddbba84aca289,185.00,0.77512116,0.00001361,0.99536230,1,2018-06,2018-06
2400,9e7c5f4d7770eab65738cca38f9efccf,184.80,0.77544426,0.00001360,0.99537589,2,2018-06,2018-08
2401,2075d8cd4dd63ff12df0749a5866bb06,184.70,0.77576737,0.00001359,0.99538948,1,2018-08,2018-08
2402,7d484ca289afaac6bf5fc6a1e96d2226,183.20,0.77609047,0.00001348,0.99540296,1,2018-08,2018-08
2403,1c56ffe0e9dea2657fc6e95b53f40b13,183.00,0.77641357,0.00001346,0.99541642,2,2018-07,2018-08
2404,23ca5f678e0b3ea6c630b30fa8bf51ea,183.00,0.77673667,0.00001346,0.99542989,3,2017-03,2017-05
2405,3dfd3dc96f7f8598eca74e9ac8a2fa31,183.00,0.77705977,0.00001346,0.99544335,4,2017-11,2018-06
2406,478bfe564db21eeb44386606aa30b650,182.70,0.77738288,0.00001344,0.99545680,2,2017-10,2017-12
2407,5659d77e8d90378e39b960ad5956f64e,182.48,0.77770598,0.00001343,0.99547022,2,2017-09,2018-03
2408,31e60bf8d103ce47932a85f5562deb16,181.00,0.77802908,0.00001332,0.99548354,1,2018-07,2018-07
2409,8ca5b19e0263150d2c57afdde2b3d011,180.60,0.77835218,0.00001329,0.99549683,2,2017-10,2017-11
2410,7ad41305e96a6cab8294cd65891e9a86,180.00,0.77867528,0.00001324,0.99551007,1,2018-06,2018-06
2411,88cd3681e0a2ba85e190f7d817629c4c,180.00,0.77899838,0.00001324,0.99552331,1,2018-08,2018-08
2412,94165aea8a35c3c21499cbcae239b16c,180.00,0.77932149,0.00001324,0.99553656,1,2018-06,2018-06
2413,964ff64dc05b13811c6d0f41e0aa5f6b,180.00,0.77964459,0.00001324,0.99554980,1,2018-07,2018-07
2414,9c57bc60cfad5ee62d35d3f1ce4593a1,180.00,0.77996769,0.00001324,0.99556304,1,2017-04,2017-04
2415,9dd459b29a14bf89d47183cf2cd0e4c7,180.00,0.78029079,0.00001324,0.99557629,2,2018-01,2018-08
2416,05ca864204d09595ae591b93ea9cf93d,179.90,0.78061389,0.00001324,0.99558952,1,2018-08,2018-08
2417,50bf89f1349bc0409a268c3a49678009,179.90,0.78093700,0.00001324,0.99560276,1,2018-07,2018-07
2418,7f5e4d5efad7e44b91115dd1decb65f3,179.90,0.78126010,0.00001324,0.99561599,2,2018-05,2018-07
2419,762ed976527cddf02787edba70fffa2a,179.80,0.78158320,0.00001323,0.99562922,2,2017-11,2017-12
2420,2235cf78d3e2073a88146a9cb60f0dd0,178.99,0.78190630,0.00001317,0.99564239,1,2017-11,2017-11
2421,880ce4951cf857ab1d9e0b75c1d856f4,178.90,0.78222940,0.00001316,0.99565555,1,2018-02,2018-02
2422,f3975e8a41157005d4bcbb358678cd9b,178.80,0.78255250,0.00001316,0.99566871,2,2018-04,2018-08
2423,57fe6232e67823593374a2281d7a8af8,178.68,0.78287561,0.00001315,0.99568186,5,2017-03,2017-12
2424,19e0f40a907ec568c34bfac15de4f4a1,178.00,0.78319871,0.00001310,0.99569495,4,2017-01,2017-10
2425,2d2322d842118867781fc737e96d59a1,176.40,0.78352181,0.00001298,0.99570793,3,2018-06,2018-08
2426,a0a14e50070f3225b3eabba5b85da517,176.20,0.78384491,0.00001296,0.99572090,2,2018-07,2018-08
2427,c353f8fc0ce8344999f17d578eb69a5e,175.98,0.78416801,0.00001295,0.99573384,2,2017-01,2017-02
2428,485452467ff670447e84a8370c3fc898,175.70,0.78449111,0.00001293,0.99574677,2,2018-02,2018-03
2429,4dc2e811a1760953cb7c6a590b498943,175.00,0.78481422,0.00001288,0.99575965,1,2018-08,2018-08
2430,b906dd0e57f282c7089171b6ed07982e,175.00,0.78513732,0.00001288,0.99577252,2,2018-04,2018-06
2431,f92d8c817434bd2d84d4e9c61322b7fa,174.84,0.78546042,0.00001286,0.99578538,5,2018-01,2018-07
2432,23ff42c4bf1f8f16cddb19d8b972974a,174.70,0.78578352,0.00001285,0.99579824,2,2017-09,2017-11
2433,dd9661d3cda1e6feb237f0c4d8b26f2e,174.00,0.78610662,0.00001280,0.99581104,1,2017-10,2017-10
2434,0692610d8abe24f287e9fae90ea0bbee,173.99,0.78642973,0.00001280,0.99582384,3,2018-06,2018-08
2435,99a25c39b28a74d1151c35c18d178292,173.94,0.78675283,0.00001280,0.99583664,1,2018-06,2018-06
2436,aae5953b9edddf14749c0d65d60eb4b9,173.00,0.78707593,0.00001273,0.99584937,2,2017-09,2017-10
2437,ccada0ef508e698917a6eab263375905,172.80,0.78739903,0.00001271,0.99586208,3,2017-07,2017-10
2438,1e483cc5c76fef08d3ca05f9a8af7d01,171.99,0.78772213,0.00001265,0.99587474,4,2017-02,2017-05
2439,50770d25768b0486d89be26afca3108f,171.77,0.78804523,0.00001264,0.99588737,4,2017-12,2018-07
2440,cd52a8efd71af3336b14b5039b951cc1,170.80,0.78836834,0.00001257,0.99589994,2,2017-09,2017-11
2441,3ea08c48e851106d2f584349daba335f,170.00,0.78869144,0.00001251,0.99591245,1,2018-06,2018-06
2442,e1643dff33666ca629e3644c02738179,170.00,0.78901454,0.00001251,0.99592495,1,2018-05,2018-05
2443,5444b12c82f21c923f2639ebc722c1ea,169.90,0.78933764,0.00001250,0.99593746,1,2017-04,2017-04
2444,6e85dc5ecd97a61094b89b046a509d8e,169.90,0.78966074,0.00001250,0.99594996,1,2017-05,2017-05
2445,695051e2981c8b19e77cafe450d5bdf3,169.76,0.78998384,0.00001249,0.99596245,1,2017-12,2017-12
2446,b01c2b7b8599b325103ebcddc67413e1,169.45,0.79030695,0.00001247,0.99597491,2,2018-07,2018-08
2447,4bc3d93e4a5f88a598d3d8ce4ae510b3,169.00,0.79063005,0.00001243,0.99598735,1,2018-07,2018-07
2448,d9c349beabc06aa6ff1c6d68b5e9e22e,168.10,0.79095315,0.00001237,0.99599971,1,2018-04,2018-04
2449,c7c7b2682c648339a0e9846bb1023a39,168.00,0.79127625,0.00001236,0.99601208,2,2017-10,2017-12
2450,51a04a8a6bdcb23deccc82b0b80742cf,167.99,0.79159935,0.00001236,0.99602444,1,2017-11,2017-11
2451,7178e1eaa97257d8b6d4b80efd77a025,167.90,0.79192246,0.00001235,0.99603679,1,2017-09,2017-09
2452,89d9a386b0b6e5fc8403071b03f7206a,167.00,0.79224556,0.00001229,0.99604908,1,2018-02,2018-02
2453,1d1bbb8ac1581824986f582583fff01d,166.88,0.79256866,0.00001228,0.99606135,2,2018-04,2018-08
2454,1cbdc7cf130a41fd13a3c2a7d2fcfda7,165.80,0.79289176,0.00001220,0.99607355,2,2018-05,2018-07
2455,2ea0861cc19e94cad86438c984c52da4,165.60,0.79321486,0.00001218,0.99608574,3,2018-05,2018-07
2456,33d677f27a69b84051204ee4ae76eaca,165.00,0.79353796,0.00001214,0.99609788,4,2018-03,2018-07
2457,ace601496e211a664100321f038f50af,165.00,0.79386107,0.00001214,0.99611002,1,2017-02,2017-02
2458,bd4ff04377f974574f7f0bf9d6ce7dde,164.96,0.79418417,0.00001214,0.99612215,2,2016-10,2017-02
2459,e45edf75f568ed2f93f78d060e246e25,164.30,0.79450727,0.00001209,0.99613424,2,2018-06,2018-07
2460,fc5a0d7a310a7a41abf86a458585ff2b,162.80,0.79483037,0.00001198,0.99614622,2,2017-06,2018-05
2461,98e164d549402270247f3c96a1a158ef,162.70,0.79515347,0.00001197,0.99615819,2,2017-06,2017-08
2462,fa5fdc4e4bb6bd1009ad0e4ac4096562,161.99,0.79547658,0.00001192,0.99617011,1,2016-10,2016-10
2463,bff9deb0ec77d437f3305a79cf25529e,161.95,0.79579968,0.00001192,0.99618202,3,2018-06,2018-08
2464,87f3e35268860433e13d577825aada95,161.70,0.79612278,0.00001190,0.99619392,3,2016-10,2017-06
2465,3442033154be05bac582e173ef54fd12,161.00,0.79644588,0.00001185,0.99620577,1,2018-08,2018-08
2466,d3e7d37c0df9aef383f3f2a15b0dddfb,161.00,0.79676898,0.00001185,0.99621761,1,2018-07,2018-07
2467,fc6295add6f51a0936407ead70c1001d,160.00,0.79709208,0.00001177,0.99622938,1,2017-11,2017-11
2468,533d46c1b06970e99f09523a61df4972,159.98,0.79741519,0.00001177,0.99624115,1,2018-02,2018-02
2469,aa2640d851ec322526f1295bbeb20092,159.98,0.79773829,0.00001177,0.99625292,1,2018-05,2018-05
2470,2039c5e51785b5dde7cf93ccb3b7be2c,159.90,0.79806139,0.00001176,0.99626469,1,2018-07,2018-07
2471,913fd0ebba70bb919f7254a02239173c,159.90,0.79838449,0.00001176,0.99627645,1,2018-07,2018-07
2472,fc0b214b59a83615fea981c6424a02ae,159.90,0.79870759,0.00001176,0.99628822,1,2018-08,2018-08
2473,2ec6e37d992a95eaddb3369dcbcc76d9,159.80,0.79903069,0.00001176,0.99629998,2,2017-08,2017-10
2474,4bde6149c15cf7e177b36fa060dd6de8,159.80,0.79935380,0.00001176,0.99631173,1,2016-10,2016-10
2475,6902157ee16728322d61a1321fa79e58,159.80,0.79967690,0.00001176,0.99632349,2,2017-09,2017-10
2476,99cd94252748d2bdde08e17858233602,159.80,0.80000000,0.00001176,0.99633525,1,2018-06,2018-06
2477,b7e1750c1157341d2abd0251e07c186b,159.60,0.80032310,0.00001174,0.99634699,3,2017-02,2017-04
2478,0ade5cc4a305ed7093a23f68ca47519c,158.88,0.80064620,0.00001169,0.99635868,2,2017-11,2018-01
2479,954e95f20808d7e5d11f0de292d078e0,158.78,0.80096931,0.00001168,0.99637036,2,2017-09,2017-11
2480,c04d70d515d15a7e3db3a73320598566,158.20,0.80129241,0.00001164,0.99638200,3,2017-05,2017-11
2481,98dddbc4601dd4443ca174359b237166,158.00,0.80161551,0.00001162,0.99639363,1,2018-07,2018-07
2482,ce3ad9de960102d0677a81f5d0bb7b2d,158.00,0.80193861,0.00001162,0.99640525,1,2018-07,2018-07
2483,f1ce5fdecd64935c28b9ff932751d0dc,158.00,0.80226171,0.00001162,0.99641687,2,2017-03,2017-06
2484,902c99f1ac505c0d18778b61bcd636f7,157.96,0.80258481,0.00001162,0.99642850,2,2018-07,2018-08
2485,d2df77822373f19934e87694d8640767,155.90,0.80290792,0.00001147,0.99643997,1,2018-04,2018-04
2486,dde698c6d0bd24834c586e5111c2bba7,155.90,0.80323102,0.00001147,0.99645144,1,2018-07,2018-07
2487,a4e634166243bbb3a13fa584463fa468,155.55,0.80355412,0.00001144,0.99646288,2,2018-02,2018-04
2488,b9de031b671cd48b28fae9d828cbf2b4,155.32,0.80387722,0.00001143,0.99647431,1,2018-07,2018-07
2489,3c88ed2e76a2247933a15daa7161eb1c,155.00,0.80420032,0.00001140,0.99648571,1,2018-02,2018-02
2490,61f159ef6da2d441951d2c0efa719362,154.97,0.80452342,0.00001140,0.99649712,2,2016-10,2017-01
2491,4dab98ca6cd6d3df586203cefd28a042,154.90,0.80484653,0.00001140,0.99650851,1,2018-03,2018-03
2492,f664f98bfda2eaf266a23ff144e7a872,153.99,0.80516963,0.00001133,0.99651984,2,2017-07,2017-11
2493,0b09101900100c0e9d312861fad5a1b9,153.75,0.80549273,0.00001131,0.99653115,1,2017-01,2017-01
2494,6601ee6383e7f452be71929f8de48bbb,153.60,0.80581583,0.00001130,0.99654245,2,2017-10,2017-11
2495,d26aa40b90272d4843d63be7c1462c8d,152.90,0.80613893,0.00001125,0.99655370,2,2018-07,2018-08
2496,78813699ffac347fe27dba345a5f1551,152.42,0.80646204,0.00001121,0.99656492,1,2018-06,2018-06
2497,4ddeb3e828550cddc8d45c8bc36ab2d1,152.00,0.80678514,0.00001118,0.99657610,1,2017-03,2017-03
2498,56f413900b5166ab4d730e9ac0b12cb0,151.79,0.80710824,0.00001117,0.99658727,2,2017-06,2017-07
2499,bd0a1b0aadca9a83d9304f7e8ff5fbd5,150.60,0.80743134,0.00001108,0.99659835,1,2018-07,2018-07
2500,2d34636518ba88f5349b732fcf8ba2e4,150.00,0.80775444,0.00001104,0.99660939,1,2018-04,2018-04
2501,4867209cb29b56b92893d7bde3ce8012,150.00,0.80807754,0.00001104,0.99662042,1,2018-06,2018-06
2502,578fa3a9cb6b6dceab39231ad59cdaca,150.00,0.80840065,0.00001104,0.99663146,3,2017-09,2018-04
2503,c398bc00a606d33758afd91f4e64fd15,150.00,0.80872375,0.00001104,0.99664250,2,2018-05,2018-06
2504,1e47d8b6546eb3a77b1acddcc9406242,149.90,0.80904685,0.00001103,0.99665352,1,2017-05,2017-05
2505,49f8d2ea7b718d0ce587d34207caf2b4,149.90,0.80936995,0.00001103,0.99666455,1,2018-08,2018-08
2506,f266295f49a28eee21f413e0cbb0521d,149.80,0.80969305,0.00001102,0.99667557,1,2017-11,2017-11
2507,6ba4733aa33f6386e9fb0c0fd3993b38,149.79,0.81001616,0.00001102,0.99668660,3,2018-04,2018-08
2508,3d700782d7818f2c1e0d7a9e9d75fc00,149.70,0.81033926,0.00001101,0.99669761,3,2017-04,2017-07
2509,63272377184e969942f7fff221be858d,149.70,0.81066236,0.00001101,0.99670862,1,2017-05,2017-05
2510,7a188843479798ca813108fa7b959286,149.70,0.81098546,0.00001101,0.99671964,1,2017-11,2017-11
2511,d8b8f2cf9ff6ba0389072541cb42498c,149.00,0.81130856,0.00001096,0.99673060,1,2018-05,2018-05
2512,e00d85ce20ea50c1224c66ca5050527d,149.00,0.81163166,0.00001096,0.99674156,1,2017-07,2017-07
2513,37303482a42fb700d8d127e70a9cd6c8,148.89,0.81195477,0.00001095,0.99675252,1,2017-12,2017-12
2514,f35becee938e982bd615edf8ef12bcfb,148.59,0.81227787,0.00001093,0.99676345,4,2017-03,2017-08
2515,8fbe2ee446b97e128471be4ce983dc0d,148.50,0.81260097,0.00001093,0.99677438,3,2018-06,2018-08
2516,538caafddff204241cecbf3a02e6b3cf,148.30,0.81292407,0.00001091,0.99678529,6,2017-05,2018-07
2517,ca7c6bd577e559472af1c699de9e764e,148.00,0.81324717,0.00001089,0.99679618,2,2018-03,2018-04
2518,7d7866a99a8656a42c7ff6352a433410,147.89,0.81357027,0.00001088,0.99680706,2,2018-07,2018-08
2519,2a7c6c0b0d5efde2bf75ec1e1cec2d41,147.60,0.81389338,0.00001086,0.99681792,2,2017-11,2017-12
2520,9523fb39dd240aa958e040f8183d64f3,146.99,0.81421648,0.00001081,0.99682873,1,2018-08,2018-08
2521,0b3f27369a4d8df98f7eb91077e438ac,146.51,0.81453958,0.00001078,0.99683951,1,2017-11,2017-11
2522,782f78b632a43875dd5b53e3e49c9564,146.01,0.81486268,0.00001074,0.99685025,2,2017-06,2017-08
2523,4bcec44888b30ba9001234c534716d3f,146.00,0.81518578,0.00001074,0.99686099,5,2018-01,2018-07
2524,398cb257329ef7af7f1943a8974a3cbc,145.90,0.81550889,0.00001073,0.99687173,1,2018-07,2018-07
2525,8e34331b7eedd03be4e5d965c1956225,145.00,0.81583199,0.00001067,0.99688240,3,2018-01,2018-07
2526,f3041c2e75ec683697a6a5ea82192210,145.00,0.81615509,0.00001067,0.99689307,1,2017-02,2017-02
2527,0daf5180aa44356f60f8effa533b55a2,144.80,0.81647819,0.00001065,0.99690372,2,2018-07,2018-08
2528,553a440137d6e0cf776aee0bb83ac9f5,144.80,0.81680129,0.00001065,0.99691437,1,2018-05,2018-05
2529,15ac3c501e2599e4917316fde5c5669a,144.20,0.81712439,0.00001061,0.99692498,1,2017-02,2017-02
2530,4a82c4af97ffc0fb2dc26bfdc03b1842,143.70,0.81744750,0.00001057,0.99693556,3,2017-05,2017-08
2531,c8143b3069f6746a77421b5ce30a450c,142.47,0.81777060,0.00001048,0.99694604,1,2017-07,2017-07
2532,2f9b7ce230a057a98a9f5df5893ee36c,141.82,0.81809370,0.00001043,0.99695647,2,2017-05,2017-06
2533,d3891911c2feae53c52fea2bd14054e5,141.00,0.81841680,0.00001037,0.99696685,1,2018-06,2018-06
2534,0e72c1a751b496722a6cb1f10653b62a,140.80,0.81873990,0.00001036,0.99697721,3,2018-05,2018-07
2535,50a7e551a7b3f8d37cd6e32d8bfbe5ea,140.00,0.81906300,0.00001030,0.99698751,1,2018-07,2018-07
2536,a89e143d5211473ae18db9577ee34b64,140.00,0.81938611,0.00001030,0.99699781,2,2017-06,2017-10
2537,52a50b42accf164f9f019941e5759d9b,139.96,0.81970921,0.00001030,0.99700810,1,2018-08,2018-08
2538,19d62d484cba71963c93f0f00ab42013,139.90,0.82003231,0.00001029,0.99701840,1,2018-04,2018-04
2539,3f8247d0f772ffa58560e5c682521ad5,139.90,0.82035541,0.00001029,0.99702869,1,2017-06,2017-06
2540,d8bf0fc082fd4a77fc2e5679b6c00133,139.90,0.82067851,0.00001029,0.99703898,1,2018-07,2018-07
2541,fa8d335d68129e464e60c1826a683e96,139.90,0.82100162,0.00001029,0.99704928,1,2017-10,2017-10
2542,e8ff5a6ceb895583033fc2a0f314e3c2,139.89,0.82132472,0.00001029,0.99705957,1,2018-08,2018-08
2543,1b0b0f4f95e962d6f32fe90c759d0479,139.80,0.82164782,0.00001029,0.99706985,2,2017-12,2018-08
2544,59bbc819b99a733f02f0d6b49d1c253d,139.80,0.82197092,0.00001029,0.99708014,2,2018-05,2018-06
2545,a154d7316f158bb42e6fa18bbe3afd3a,139.80,0.82229402,0.00001029,0.99709043,1,2017-03,2017-03
2546,6a53b90c3ad9e0b56d9fe5c69165fff5,139.78,0.82261712,0.00001028,0.99710071,2,2018-05,2018-08
2547,657969cca82e884d272385ec0ef06edd,139.70,0.82294023,0.00001028,0.99711099,3,2018-05,2018-07
2548,63b9ae557efed31d1f7687917d248a8d,139.50,0.82326333,0.00001026,0.99712125,3,2016-10,2017-02
2549,818d28f936e791926d33bcb6ee94ef79,139.50,0.82358643,0.00001026,0.99713152,3,2017-02,2017-05
2550,26e2e5033827d2ba53929f43e03d8ffe,139.49,0.82390953,0.00001026,0.99714178,1,2018-08,2018-08
2551,4a5b36211b1f51bf7eaa5c10a57fa483,139.19,0.82423263,0.00001024,0.99715202,1,2018-08,2018-08
2552,57a834594e1e9e9219603bfec184eadc,139.00,0.82455574,0.00001023,0.99716225,1,2018-06,2018-06
2553,5a9b3bcab695173c820e53934574ae80,139.00,0.82487884,0.00001023,0.99717247,1,2018-07,2018-07
2554,712efd3b68f9686dc856b84abd0f21ae,139.00,0.82520194,0.00001023,0.99718270,1,2018-07,2018-07
2555,c747d5b92c7648417faea95d36d763e8,139.00,0.82552504,0.00001023,0.99719293,1,2017-11,2017-11
2556,f114dca2828bf718548db175ebe2cfcd,139.00,0.82584814,0.00001023,0.99720315,1,2018-01,2018-01
2557,f049a72cf58fd31b11f8919cade515e7,138.75,0.82617124,0.00001021,0.99721336,2,2018-07,2018-08
2558,96f7c797de9ca20efbe14545bed63eec,138.60,0.82649435,0.00001020,0.99722356,1,2018-04,2018-04
2559,717b78b0950b51ed00b1471d858b0edc,138.60,0.82681745,0.00001020,0.99723376,4,2018-01,2018-07
2560,8cb7c5ddf41f4d506eba76e9a4702a25,138.00,0.82714055,0.00001015,0.99724391,2,2018-02,2018-04
2561,044668ccd5316b12a7cf0d54a156e3e9,137.80,0.82746365,0.00001014,0.99725405,1,2018-08,2018-08
2562,0b64bcdb0784abc139af04077d49a20e,137.60,0.82778675,0.00001012,0.99726417,4,2018-04,2018-07
2563,ea846a0e7ad98a741783e886d89dfa44,137.00,0.82810985,0.00001008,0.99727425,1,2018-08,2018-08
2564,db6a4d4b5f1f5f98820ce6ce2619e2de,135.99,0.82843296,0.00001001,0.99728426,1,2018-01,2018-01
2565,377bc18334c78dd2f1535ef22a3ad225,135.98,0.82875606,0.00001000,0.99729426,1,2018-08,2018-08
2566,dd39ad39b5d3df33037e141c72497ba6,135.80,0.82907916,0.00000999,0.99730425,2,2017-05,2017-06
2567,e3e290b38963293022cdcd6db8328103,135.70,0.82940226,0.00000998,0.99731424,2,2017-11,2017-12
2568,59de1d4c8c057c2a53acd4ca66531af2,135.00,0.82972536,0.00000993,0.99732417,1,2017-11,2017-11
2569,7c4adcc13272c0e26fa23aac642adb7b,135.00,0.83004847,0.00000993,0.99733410,2,2018-01,2018-02
2570,83c8aafbefb034674a70de0eac5b8954,134.90,0.83037157,0.00000993,0.99734403,2,2018-03,2018-07
2571,5def4c3732941a971cba8fdee992ede1,134.80,0.83069467,0.00000992,0.99735395,1,2018-08,2018-08
2572,c5e60e39c0f42b8e827daa13cff74afa,134.00,0.83101777,0.00000986,0.99736381,1,2018-08,2018-08
2573,8e4f041ff58e7845456d3482524014b3,133.80,0.83134087,0.00000984,0.99737365,2,2018-02,2018-03
2574,062c325cd6a2b87845fab56b4ec2eeae,133.22,0.83166397,0.00000980,0.99738345,2,2018-05,2018-08
2575,c87abc38c8ed3240861729e1aeadf221,133.00,0.83198708,0.00000979,0.99739324,1,2017-12,2017-12
2576,7adbd3210a7b3cc2235e225eef33574d,131.90,0.83231018,0.00000970,0.99740294,2,2018-06,2018-08
2577,fedf2c1386e137f296b3bbf3b635e69d,131.74,0.83263328,0.00000969,0.99741263,2,2018-02,2018-05
2578,a218df5c097b0ca409cfaac1488cc7f6,130.69,0.83295638,0.00000962,0.99742225,2,2018-05,2018-06
2579,939f6e231201f26803cb5c3a3d2940b3,130.60,0.83327948,0.00000961,0.99743186,1,2016-10,2016-10
2580,2f3d8b4c9e2ee165075331fea3f3095a,130.00,0.83360258,0.00000956,0.99744142,1,2017-10,2017-10
2581,60ad151920c4f6f3ebbe8cfdf6166779,130.00,0.83392569,0.00000956,0.99745099,1,2017-05,2017-05
2582,88af55b4a7ca402b27df16f7c7c9b5d2,130.00,0.83424879,0.00000956,0.99746055,1,2017-03,2017-03
2583,9fe7c6641c79970ab48185498f547c09,130.00,0.83457189,0.00000956,0.99747012,1,2017-07,2017-07
2584,dc120d932ddf9d4dfb6fd68beefda622,130.00,0.83489499,0.00000956,0.99747968,1,2018-04,2018-04
2585,0f80a40c312b2472dca482cf50f5186f,129.90,0.83521809,0.00000956,0.99748924,1,2018-08,2018-08
2586,b6f52e346160519c24a23af05410ad32,129.90,0.83554120,0.00000956,0.99749880,1,2018-04,2018-04
2587,e5def42655b7490edac5a56fe8e9e603,129.90,0.83586430,0.00000956,0.99750835,1,2017-03,2017-03
