seller_rank,seller_id,gmv_proxy,seller_share,gmv_proxy_share,cumulative_gmv_share,active_months,first_sale_month,last_sale_month
557,835f0f7810c76831d6c7d24c7a646d4d,5130.00,0.17996769,0.00037744,0.80516158,13,2017-02,2018-02
558,fad44952713764836814be105382aee5,5129.00,0.18029079,0.00037736,0.80553895,7,2018-01,2018-08
559,f84fa566034f5e8e880a07ec624c56af,5093.79,0.18061389,0.00037477,0.80591372,9,2017-07,2018-08
560,f7496d659ca9fdaf323c0aae84176632,5087.57,0.18093700,0.00037432,0.80628804,16,2016-10,2018-08
561,9674754b5a0cb32b638cec001178f799,5069.92,0.18126010,0.00037302,0.80666105,15,2017-06,2018-08
562,e0878efa0e0b7e5313ac0b43bc04c081,5065.30,0.18158320,0.00037268,0.80703373,5,2017-11,2018-03
563,e067ad2c1c0b48758eb1b5228bcf7a68,5042.55,0.18190630,0.00037100,0.80740474,18,2017-02,2018-08
564,3df020b72d3d44b3af9d110fa3940b65,5039.90,0.18222940,0.00037081,0.80777554,14,2017-07,2018-08
565,3ab971ce71839580d2ae5b4e40fe8044,5002.90,0.18255250,0.00036809,0.80814363,3,2018-06,2018-08
566,1bb2bdb95f4841f1bba2c0d2cd83d3c9,5002.71,0.18287561,0.00036807,0.80851170,15,2017-01,2018-08
567,4bf2f4ee540798a61f9636d12cd9cc80,4995.56,0.18319871,0.00036755,0.80887925,10,2017-03,2018-08
568,45213867cefbf2cd4c6177e10216a951,4955.42,0.18352181,0.00036459,0.80924384,8,2017-01,2017-10
569,dbd66278cbfe1aa1000f90a217ca4695,4928.90,0.18384491,0.00036264,0.80960648,10,2017-11,2018-08
570,e9d99831abad74458942f21e16f33f92,4922.48,0.18416801,0.00036217,0.80996865,20,2017-01,2018-08
571,9df5750209b83567ec144eb299d7d634,4917.00,0.18449111,0.00036177,0.81033042,8,2016-10,2018-07
572,503c1de08ae81a2d86f17951b204db55,4906.99,0.18481422,0.00036103,0.81069145,12,2017-06,2018-07
573,822b63912576852aea9a8436d72317b7,4905.69,0.18513732,0.00036093,0.81105239,2,2016-10,2017-01
574,d66c305afaec317ebee552073a674429,4886.46,0.18546042,0.00035952,0.81141190,4,2017-01,2017-05
575,abcd2cb37d46c2c8fb1bf071c859fc5b,4880.22,0.18578352,0.00035906,0.81177096,15,2017-05,2018-08
576,f789d2c4f2c2eb38fc4373e7a4b35264,4864.24,0.18610662,0.00035788,0.81212885,13,2017-04,2018-08
577,0d85bbda9889ce1f7e63778d24f346eb,4845.20,0.18642973,0.00035648,0.81248533,12,2017-03,2018-03
578,45d33f715e24d15a6ccf5c17b3a23e3c,4838.23,0.18675283,0.00035597,0.81284130,15,2016-10,2018-08
579,1336efc61c316ddf92c899eb817f7cae,4837.31,0.18707593,0.00035590,0.81319721,19,2017-01,2018-08
580,9add47bf45ce8e8c7db6b9cf670b1e09,4829.24,0.18739903,0.00035531,0.81355252,14,2017-02,2018-08
581,4c498c7345e89aebad651544829beca0,4819.76,0.18772213,0.00035461,0.81390713,9,2017-12,2018-08
582,ce69a8021d18961dd2a40269b7c2c293,4818.00,0.18804523,0.00035448,0.81426161,6,2018-03,2018-08
583,8f580d36c1e9d6fbce95283403c7d447,4813.25,0.18836834,0.00035413,0.81461574,6,2017-12,2018-08
584,c12b92bf1c350f3e6bf88d3596219c86,4808.78,0.18869144,0.00035380,0.81496955,4,2018-05,2018-08
585,f6122bc84774df1b372bdb3bb88ddb9f,4799.87,0.18901454,0.00035315,0.81532270,3,2017-10,2018-03
586,2a7dc43cecabf23403078e2188437d1d,4795.91,0.18933764,0.00035286,0.81567555,8,2017-11,2018-06
587,fcdd820084f17e9982427971e4e9d47f,4783.99,0.18966074,0.00035198,0.81602753,6,2018-03,2018-08
588,dfa0c4c6229ab200a4a1336b4d7128ff,4777.10,0.18998384,0.00035147,0.81637901,4,2018-05,2018-08
589,7e3f87d16fb353f408d467e74fbd8014,4754.99,0.19030695,0.00034985,0.81672885,14,2017-06,2018-08
590,b2479f944e1b90cf8a5de1bbfde284d6,4752.51,0.19063005,0.00034966,0.81707852,8,2018-01,2018-08
591,acce39e832338debb07b02385cde5967,4748.10,0.19095315,0.00034934,0.81742786,4,2018-05,2018-08
592,0176f73cc1195f367f7b32db1e5b3aa8,4733.10,0.19127625,0.00034824,0.81777609,9,2017-11,2018-08
593,30a2f535bb48308f991d0b9ad4a8c4bb,4731.30,0.19159935,0.00034810,0.81812420,16,2017-02,2018-07
594,0307f7565ff85b299b6e5ef162b1b1a9,4728.80,0.19192246,0.00034792,0.81847212,4,2016-10,2017-05
595,06579cb253ecd5a3a12a9e6eb6bf8f47,4727.20,0.19224556,0.00034780,0.81881992,13,2017-08,2018-08
596,ad420dd0c4f92f8af951ac24b86d0cf5,4705.29,0.19256866,0.00034619,0.81916611,13,2017-04,2018-08
597,582d4f8675b945722eda7c0cb61ba4c7,4702.96,0.19289176,0.00034602,0.81951213,19,2017-01,2018-08
598,c004e5ea15737026cecaee0447e00b75,4700.00,0.19321486,0.00034580,0.81985793,1,2018-08,2018-08
599,c9a06ece156bb057372c68718ec8909b,4688.90,0.19353796,0.00034498,0.82020291,3,2016-10,2017-02
600,537eb890efff034a88679788b647c564,4679.70,0.19386107,0.00034431,0.82054722,14,2017-07,2018-08
601,968268a686aa05d1f529fb07dff08130,4677.29,0.19418417,0.00034413,0.82089135,7,2018-01,2018-08
602,8931a84a914b3fe9b1ddaa4d704947ca,4668.30,0.19450727,0.00034347,0.82123482,15,2017-03,2018-07
603,1a932caad4f9d804097d7f8e615baed1,4661.00,0.19483037,0.00034293,0.82157775,4,2018-05,2018-08
604,ef990a83bbea832f36ebe81376335aa8,4642.59,0.19515347,0.00034158,0.82191933,8,2017-11,2018-08
605,a3dd39f583bc80bd8c5901c95878921e,4607.81,0.19547658,0.00033902,0.82225834,8,2017-08,2018-04
606,31da954dc0855f2495c6310f70a2f931,4583.00,0.19579968,0.00033719,0.82259554,9,2017-09,2018-08
607,2addf05f476d0637864454e93ba673d5,4552.00,0.19612278,0.00033491,0.82293045,8,2017-08,2018-03
608,c68fb906c8f4b4b946d8386bfa6e5467,4541.16,0.19644588,0.00033411,0.82326456,16,2017-03,2018-07
609,834f8533b2ecb6598dd004ff3de7203a,4538.29,0.19676898,0.00033390,0.82359847,15,2017-01,2018-08
610,1fe5540d7c1c37a595fefbacd5570d9e,4537.60,0.19709208,0.00033385,0.82393232,1,2018-08,2018-08
611,37dd29b36c458d82f74a953c40c43645,4536.99,0.19741519,0.00033381,0.82426612,6,2017-10,2018-05
612,13fa2a6c6b9d0f43cb588d7c82117a12,4528.00,0.19773829,0.00033315,0.82459927,3,2017-06,2017-09
613,c840d3fdbba0790404fdae73d253b253,4522.28,0.19806139,0.00033273,0.82493200,5,2017-10,2018-06
614,180c3376aff0e43dd5788709df48a843,4513.00,0.19838449,0.00033204,0.82526404,4,2017-08,2018-01
615,6288c69c4ce638e59925e59193f98b16,4506.28,0.19870759,0.00033155,0.82559559,11,2017-03,2018-08
616,b561927807645834b59ef0d16ba55a24,4501.99,0.19903069,0.00033123,0.82592682,8,2018-01,2018-08
617,fc906263ca5083d09dce42fe02247800,4497.70,0.19935380,0.00033092,0.82625773,8,2017-04,2017-12
618,55d3daac7c404d59e51c2aa2f4dc5a23,4480.60,0.19967690,0.00032966,0.82658739,13,2017-05,2018-08
619,2ff97219cb8622eaf3cd89b7d9c09824,4476.90,0.20000000,0.00032939,0.82691678,7,2018-02,2018-08
620,e81e1f9c3e762e620f3fb60a51499e16,4465.99,0.20032310,0.00032858,0.82724536,8,2017-05,2018-04
621,4d600e08ecbe08258c79e536c5a42fee,4465.34,0.20064620,0.00032854,0.82757390,4,2016-10,2017-03
622,bbad7e518d7af88a0897397ffdca1979,4462.22,0.20096931,0.00032831,0.82790220,15,2017-06,2018-08
623,8bd0f31cf0a614c658f6763bd02dea69,4455.34,0.20129241,0.00032780,0.82823000,13,2017-01,2018-08
624,b90e891671cffd9557f33a97dc523645,4449.00,0.20161551,0.00032733,0.82855734,12,2017-08,2018-08
625,2e3be8a987a30d7544dbbda6861cc14e,4430.84,0.20193861,0.00032600,0.82888334,12,2017-02,2018-07
626,d379f449f2a3b271bc01c0782020f705,4423.06,0.20226171,0.00032542,0.82920876,15,2017-01,2018-08
627,0ef83d7d83ed97cd2a0049ac8be5f88a,4421.01,0.20258481,0.00032527,0.82953403,10,2017-11,2018-08
628,f021c962aaba8ef6eb527a9c2c8394d1,4398.50,0.20290792,0.00032362,0.82985765,3,2017-05,2017-08
629,beadbee30901a7f61d031b6b686095ad,4373.98,0.20323102,0.00032181,0.83017947,4,2018-05,2018-08
630,15aac934c58d886785ac1b17953ea898,4353.90,0.20355412,0.00032034,0.83049980,9,2017-10,2018-06
631,eed78ac17f7f795a19a709745f00cd4e,4349.50,0.20387722,0.00032001,0.83081982,10,2017-08,2018-07
632,a3f0b55de503387383c7b1de3ad7f678,4348.40,0.20420032,0.00031993,0.83113975,7,2017-09,2018-05
633,c500367424994318b9e779ff1ae9a330,4346.40,0.20452342,0.00031978,0.83145953,4,2017-09,2017-12
634,65febd49fd28ec955651299159b1f527,4319.70,0.20484653,0.00031782,0.83177735,5,2018-04,2018-08
635,23613d49c3ac2bd302259e55c06c050c,4293.00,0.20516963,0.00031586,0.83209321,19,2016-10,2018-08
636,9803a40e82e45418ab7fb84091af5231,4278.75,0.20549273,0.00031481,0.83240802,4,2018-05,2018-08
637,282c7480173bb9c01dd41cc739fec010,4274.20,0.20581583,0.00031447,0.83272249,1,2017-08,2017-08
638,cc5a78bbad32776dc4e3af205218368c,4269.18,0.20613893,0.00031410,0.83303659,4,2018-05,2018-08
639,1fdc574883ef3b33ad41562d93f3a74a,4251.00,0.20646204,0.00031277,0.83334936,9,2017-11,2018-07
640,43f8c9950d11ecd03a0304a49e010da6,4249.59,0.20678514,0.00031266,0.83366202,9,2017-07,2018-05
641,9b1585752613ec342d03bbab9997ec48,4248.98,0.20710824,0.00031262,0.83397464,1,2018-08,2018-08
642,6ec1a01e866584bb679eb9b098345919,4248.91,0.20743134,0.00031261,0.83428725,13,2017-07,2018-08
643,3c03b12bab54d8b37d79d914bfdb1aa0,4236.34,0.20775444,0.00031169,0.83459894,9,2017-12,2018-08
644,98dac6635aee4995d501a3972e047414,4235.85,0.20807754,0.00031165,0.83491059,16,2017-04,2018-08
645,8b9d6eec4a7eb7d0f9d579ce0b38324d,4232.54,0.20840065,0.00031141,0.83522199,4,2018-05,2018-08
646,8a130737016f838139d31878787a39c9,4222.03,0.20872375,0.00031063,0.83553263,8,2017-12,2018-07
647,6b3bd31ad8fcda4b2635ec9f3ff2ecdf,4198.90,0.20904685,0.00030893,0.83584156,6,2018-03,2018-08
648,8bb48dc19fccaa8613b6229bf7f452a2,4190.72,0.20936995,0.00030833,0.83614989,10,2017-10,2018-07
649,891071be6ba827b591264c90c2ae8a63,4177.28,0.20969305,0.00030734,0.83645723,14,2017-01,2018-08
650,cac4c8e7b1ca6252d8f20b2fc1a2e4af,4168.18,0.21001616,0.00030667,0.83676391,18,2016-10,2018-08
651,5c030029b5916fed0986310385ec9009,4164.40,0.21033926,0.00030639,0.83707030,3,2018-06,2018-08
652,bccf933e006e9b94a6184af782963e77,4162.74,0.21066236,0.00030627,0.83737657,9,2017-10,2018-08
653,f76a3b1349b6df1ee875d1f3fa4340f0,4160.79,0.21098546,0.00030613,0.83768270,7,2018-01,2018-08
654,cd6efc47efaabf134f8bdb654e10b4f1,4158.55,0.21130856,0.00030596,0.83798866,9,2017-11,2018-08
655,6fc26fe110feebd80a433e1f012a84f9,4150.87,0.21163166,0.00030540,0.83829406,17,2017-01,2018-08
656,d20b021d3efdf267a402c402a48ea64b,4140.17,0.21195477,0.00030461,0.83859867,16,2017-02,2018-07
657,681fce914360217db47784ae28905a96,4127.33,0.21227787,0.00030367,0.83890234,8,2017-10,2018-07
658,42b729f859728f5079499127a9c2ef37,4118.86,0.21260097,0.00030304,0.83920538,8,2018-01,2018-08
659,e883aa812c37a7413226856f4579fe91,4097.10,0.21292407,0.00030144,0.83950683,7,2018-02,2018-08
660,2a167ca73899c85001a837d8fb4962f6,4097.00,0.21324717,0.00030144,0.83980826,1,2018-07,2018-07
661,382229d1e840115ffe3dbf5ff460e417,4096.96,0.21357027,0.00030143,0.84010969,5,2018-04,2018-08
662,951e8cef368f09bb3f3d03c00ca4702c,4092.29,0.21389338,0.00030109,0.84041078,5,2018-04,2018-08
663,99002261c568a84cce14d43fcffb43ea,4088.00,0.21421648,0.00030077,0.84071156,10,2017-10,2018-08
664,b17b679f4f5ce2e03ce6968c62648246,4084.75,0.21453958,0.00030053,0.84101209,13,2016-10,2018-05
665,2199e7fe213c16213bf5d6a7eadc9a5d,4078.29,0.21486268,0.00030006,0.84131215,17,2016-10,2018-08
666,ec8879960bd2221d5c32f8e12f7da711,4062.40,0.21518578,0.00029889,0.84161104,12,2017-05,2018-04
667,d5ba419e26d246a0719437cf37d9b46d,4061.40,0.21550889,0.00029882,0.84190985,10,2017-05,2018-08
668,f35b3c613c4f7b2275f4185d0a3c59ec,4047.25,0.21583199,0.00029777,0.84220763,5,2018-02,2018-06
669,a0415d9b25ede3c4b1e477e9916ffc03,4044.10,0.21615509,0.00029754,0.84250517,5,2017-04,2018-01
670,715bbd5ba4e6b74cb0d2f29eb45058b0,4043.30,0.21647819,0.00029748,0.84280266,12,2017-09,2018-08
671,3c7c4a49ec3c6550809089c6a2ca9370,4033.64,0.21680129,0.00029677,0.84309943,12,2017-09,2018-08
672,e70053bf73d1b5863932e53a9fa47496,4025.00,0.21712439,0.00029614,0.84339557,5,2018-02,2018-08
673,55a5b51f93f2b70ea513f5a047b0262a,4002.30,0.21744750,0.00029447,0.84369004,7,2017-04,2017-10
674,cb41bfbcbda0aea354a834ab222f9a59,4002.00,0.21777060,0.00029445,0.84398448,7,2017-11,2018-07
675,6b333a05bf188ef3e1f1662a86bd9855,3990.91,0.21809370,0.00029363,0.84427811,6,2018-01,2018-08
676,1b938a7ec6ac5061a66a3766e0e75f90,3987.60,0.21841680,0.00029339,0.84457150,10,2017-09,2018-08
677,bede56095ba33c42038fb85f707b8a42,3973.90,0.21873990,0.00029238,0.84486387,2,2017-08,2017-12
678,50c9975695009e5e6473912e83a6d1da,3964.40,0.21906300,0.00029168,0.84515555,16,2017-02,2018-07
679,bf3c6d2a28b2b5501e6c15448982dcc9,3956.50,0.21938611,0.00029110,0.84544665,10,2017-05,2018-05
680,3f995f07c49d0d55a99d5c54957f7d81,3955.70,0.21970921,0.00029104,0.84573769,12,2017-04,2018-08
681,81f89e42267213cb94da7ddc301651da,3955.00,0.22003231,0.00029099,0.84602868,1,2018-08,2018-08
682,d12c926d74ceff0a90a21184466ce161,3944.18,0.22035541,0.00029019,0.84631887,18,2016-10,2018-05
683,11bfa66332777660bd0640ee84d47006,3925.87,0.22067851,0.00028884,0.84660771,12,2017-09,2018-08
684,fde0cc9ea29c8ccfc0a2c22256a58c71,3922.00,0.22100162,0.00028856,0.84689627,11,2017-10,2018-08
685,232a6014e7b10cba61c6c2b2ea6bb4b0,3919.87,0.22132472,0.00028840,0.84718468,13,2017-02,2018-07
686,7f152321c60a266edc53af1925ef96c1,3919.80,0.22164782,0.00028840,0.84747307,10,2017-08,2018-08
687,d673a59aac7a70d8b01e6902bf090a11,3908.94,0.22197092,0.00028760,0.84776067,11,2017-10,2018-08
688,79ed755314cfe6df0daef2c6cd3022cd,3907.50,0.22229402,0.00028749,0.84804817,9,2017-02,2018-08
689,3361277dc30b7cccdb0c286b24219756,3905.05,0.22261712,0.00028731,0.84833548,16,2017-02,2018-08
690,f00e21b1e91a79653163b7fd8f293ff1,3900.09,0.22294023,0.00028695,0.84862243,10,2017-03,2017-12
691,271c58a1d139c45eaf3316107c6d3a3b,3897.52,0.22326333,0.00028676,0.84890919,4,2018-05,2018-08
692,6a0cbc8af2e8abd1bdfb777943d174c6,3894.05,0.22358643,0.00028650,0.84919569,12,2017-05,2018-07
693,14d7985702e72162bbf13b6beb74ab2b,3887.00,0.22390953,0.00028598,0.84948167,15,2017-03,2018-08
694,02f5837340d7eb4f653d676c7256523a,3883.05,0.22423263,0.00028569,0.84976737,8,2017-11,2018-08
695,8090490573c6c0aa343a7231ebcb8c86,3871.12,0.22455574,0.00028482,0.85005218,10,2017-09,2018-08
696,42fa4ee7240e9b8eb4576358ec142ba7,3845.70,0.22487884,0.00028295,0.85033513,6,2018-02,2018-07
697,7d76b645482be4a332374e8223836592,3843.93,0.22520194,0.00028282,0.85061794,14,2017-07,2018-08
698,8ed8ea9a57c862f2c18c2fe41f601d56,3831.90,0.22552504,0.00028193,0.85089988,3,2018-04,2018-06
699,13d058e4eeac2ce8217660b2f8a05812,3829.77,0.22584814,0.00028177,0.85118165,9,2017-05,2018-07
700,3f3486b61f45078d4f31ee5e43d8c5bb,3829.73,0.22617124,0.00028177,0.85146342,9,2017-12,2018-08
701,6860153b69cc696d5dcfe1cdaaafcf62,3827.63,0.22649435,0.00028162,0.85174504,9,2017-11,2018-08
702,f0b47fbbc6dee9aafe415a6e33051b3f,3795.91,0.22681745,0.00027928,0.85202432,8,2017-07,2018-08
703,2e13c71026e1a39ba5cc1b86dcb679aa,3793.00,0.22714055,0.00027907,0.85230339,9,2017-12,2018-08
704,38874e327ce94d11390b96eb42d61928,3779.94,0.22746365,0.00027811,0.85258150,4,2016-10,2017-10
705,5d9dc90a686a8fddacffab6bab5653a3,3761.94,0.22778675,0.00027678,0.85285828,9,2017-10,2018-08
706,edf96ef93ed595084bbcbd9224bd2894,3757.00,0.22810985,0.00027642,0.85313470,14,2017-02,2018-08
707,2d2c62bef4c8ba0dd74e0e228e808539,3749.00,0.22843296,0.00027583,0.85341053,8,2017-11,2018-08
708,1d0997ff06b524ce9289ffd75114ecd3,3747.00,0.22875606,0.00027568,0.85368621,3,2017-01,2017-11
709,3c4e0452bff7a2a788179488d3d77032,3746.40,0.22907916,0.00027564,0.85396185,4,2017-12,2018-03
710,eb4df17aed01d918c65f0f8d650900c0,3739.87,0.22940226,0.00027516,0.85423701,6,2017-11,2018-08
711,602044f2c16190c2c6e45eb35c2e21cb,3739.16,0.22972536,0.00027511,0.85451212,10,2017-10,2018-08
712,0509040ea3fe50071181bbc359eb7738,3737.95,0.23004847,0.00027502,0.85478714,16,2017-05,2018-08
713,77e4abfd739aed9c46480f90f81c0eb4,3736.99,0.23037157,0.00027495,0.85506209,8,2018-01,2018-08
714,8f119a0aee85c0c8fc534629734e94fd,3733.68,0.23069467,0.00027470,0.85533679,18,2017-01,2018-08
715,66dc1b1632bd6a3e508510c5b3492107,3721.39,0.23101777,0.00027380,0.85561059,11,2017-07,2018-08
716,23a0ffca143a15b9b5bbdb7d552f626a,3718.51,0.23134087,0.00027359,0.85588418,6,2018-03,2018-08
717,822166ed1e47908f7cfb49946d03c726,3714.83,0.23166397,0.00027332,0.85615750,14,2017-05,2018-07
718,ec80e49e69745ab6c14f984bf2149423,3709.00,0.23198708,0.00027289,0.85643038,6,2018-02,2018-08
719,99a54764c341d5dc80b4a8fac4eba3fb,3708.76,0.23231018,0.00027287,0.85670325,5,2018-04,2018-08
720,a44fb5a447105f8469bdf16bf9159f25,3706.10,0.23263328,0.00027267,0.85697593,8,2017-11,2018-08
721,f3da5b2ff499efb8d4a6d371d175d7dd,3702.29,0.23295638,0.00027239,0.85724832,9,2017-11,2018-07
722,520b493b57809f446cb0a233bb3e25c7,3698.90,0.23327948,0.00027215,0.85752047,10,2017-03,2017-12
723,c0563dd588b775f2e37747ef6ad6c92c,3697.20,0.23360258,0.00027202,0.85779249,15,2017-02,2018-08
724,4559697a8f7e637227c2eeaed843baff,3696.00,0.23392569,0.00027193,0.85806442,12,2017-02,2018-06
725,38e679b9e0064cd94c6f035707344dae,3694.51,0.23424879,0.00027182,0.85833624,10,2016-10,2018-01
726,5f5b43b2bffa8656e4bc6efeb13cc649,3677.20,0.23457189,0.00027055,0.85860679,6,2017-11,2018-06
727,b1fecf4da1fa2689bccffa0121953643,3669.64,0.23489499,0.00026999,0.85887678,5,2016-10,2017-05
728,2745f798279e0ed033addcc1474776d7,3668.53,0.23521809,0.00026991,0.85914669,10,2017-08,2018-05
729,c731d18cea9bf687ffee82a241c25b11,3662.00,0.23554120,0.00026943,0.85941612,14,2017-02,2018-08
730,df560393f3a51e74553ab94004ba5c87,3661.18,0.23586430,0.00026937,0.85968549,13,2016-10,2018-03
731,33ac3e28642ab8bda860a2f693000e78,3661.03,0.23618740,0.00026936,0.85995485,17,2017-02,2018-07
732,8b2492b7ff4468839593fafeed55bad9,3660.08,0.23651050,0.00026929,0.86022414,12,2017-08,2018-07
733,56642bcb79900e777d68e91915cb4267,3657.64,0.23683360,0.00026911,0.86049325,16,2016-10,2018-07
734,7f2617c58d5d06806987308b45654351,3656.80,0.23715670,0.00026905,0.86076230,11,2017-04,2018-06
735,5d3bb11474a06bdc23fb9e89f1164ee0,3654.60,0.23747981,0.00026889,0.86103119,11,2017-07,2018-08
736,e49c26c3edfa46d227d5121a6b6e4d37,3654.25,0.23780291,0.00026886,0.86130005,13,2017-02,2018-07
737,f97e2b0650c2068227e1d366140eb62f,3654.00,0.23812601,0.00026884,0.86156889,10,2017-06,2018-08
738,6bb0724edf0b62fb91ac404873a97241,3653.00,0.23844911,0.00026877,0.86183766,10,2017-02,2018-04
739,406822777a0b9eb5c50e442dd4cd3ec5,3648.08,0.23877221,0.00026841,0.86210606,11,2017-10,2018-08
740,ed4311e67debd72b8610a5347a743087,3636.00,0.23909532,0.00026752,0.86237358,5,2017-12,2018-08
741,1eade46fba20122dc4aefb379f8c636b,3635.37,0.23941842,0.00026747,0.86264105,15,2017-02,2018-07
742,96804ea39d96eb908e7c3afdb671bb9e,3610.70,0.23974152,0.00026566,0.86290671,14,2017-02,2018-04
743,21e83881401b92b49fb09a16d3852291,3588.05,0.24006462,0.00026399,0.86317070,7,2017-03,2018-01
744,3364a91ec4d56c98e44174de954b94f6,3579.94,0.24038772,0.00026339,0.86343409,4,2017-04,2017-08
745,3c010235b7345c92f125d14ee232a76b,3578.00,0.24071082,0.00026325,0.86369734,2,2018-07,2018-08
746,3d8fa2f5b647373c8620330c4e077a9f,3571.73,0.24103393,0.00026279,0.86396013,5,2018-04,2018-08
747,f2336e113377dd21c744d9c4fc8293a9,3563.00,0.24135703,0.00026215,0.86422227,3,2017-02,2017-09
748,218f991754f360af9c2daa5e0b8e990c,3554.32,0.24168013,0.00026151,0.86448378,7,2017-12,2018-08
749,585175ec331ea177fa47199e39a6170a,3549.00,0.24200323,0.00026112,0.86474490,1,2017-02,2017-02
750,71039d19d4303bf9054d69e9a9236699,3537.20,0.24232633,0.00026025,0.86500515,10,2017-10,2018-08
751,276677b5d08786d5dce7c2149dcce48b,3522.00,0.24264943,0.00025913,0.86526427,7,2018-02,2018-08
752,6750d71153f00fc58829af2a8ef1bcf1,3514.00,0.24297254,0.00025854,0.86552282,6,2017-03,2017-08
753,e7d5b006eb624f13074497221eb37807,3478.93,0.24329564,0.00025596,0.86577878,7,2017-08,2018-07
754,244b04680fdbded0acf5aebd9c92b44a,3477.70,0.24361874,0.00025587,0.86603465,2,2017-12,2018-03
755,8ff38bc3969e67c36c48343a07090f66,3472.00,0.24394184,0.00025545,0.86629010,2,2017-08,2017-09
756,ed46f1eb4a638113deb2a1137b5f22e9,3470.00,0.24426494,0.00025530,0.86654540,2,2018-07,2018-08
757,bce6a5ecf98e99fd2a8868b15c51f04b,3464.90,0.24458805,0.00025493,0.86680033,3,2018-06,2018-08
758,f0837c8d71434931d9e38e7b79234797,3446.90,0.24491115,0.00025360,0.86705394,7,2017-11,2018-08
759,994f04b3718c2bab35c2adfa8afecd2a,3445.70,0.24523425,0.00025352,0.86730745,10,2017-11,2018-08
760,1b8356dabde1d35e17cef975c3f82730,3426.39,0.24555735,0.00025210,0.86755955,10,2017-02,2017-11
761,c394e193cda3b4225ff2094d32184849,3419.88,0.24588045,0.00025162,0.86781116,2,2018-04,2018-05
762,4677a5437afda5fa7140b927b07be1cc,3415.70,0.24620355,0.00025131,0.86806247,4,2018-04,2018-08
763,f4db9b37944bcb8873e6b456ee190bbf,3409.78,0.24652666,0.00025087,0.86831335,10,2017-04,2018-08
764,827f8f69dfa529c561901c4f2e0f332f,3408.39,0.24684976,0.00025077,0.86856412,15,2016-10,2018-03
765,070d165398b553f3b4b851c216b8a358,3393.16,0.24717286,0.00024965,0.86881377,12,2017-08,2018-08
766,cfd7ddab722b902f7ac5b5f3ba6d723d,3385.03,0.24749596,0.00024905,0.86906282,3,2018-06,2018-08
767,960945e1a9535cbc0cd6ddd35fbe7ae8,3381.73,0.24781906,0.00024881,0.86931163,4,2018-05,2018-08
768,2d50d6282f8aa2257819a77bfaa0efe0,3353.48,0.24814216,0.00024673,0.86955836,12,2017-08,2018-08
769,db4350fd57ae30082dec7acbaacc17f9,3331.31,0.24846527,0.00024510,0.86980346,17,2017-03,2018-08
770,6481e96574816ead57975da2c0f6d80d,3324.90,0.24878837,0.00024463,0.87004809,7,2017-12,2018-07
771,6b90f847357d8981edd79a1eb1bf0acb,3322.08,0.24911147,0.00024442,0.87029251,3,2018-06,2018-08
772,8c3b533c63cca56240f94f1e3a6b18ef,3312.16,0.24943457,0.00024369,0.87053620,4,2017-02,2017-08
773,a2b5b6105ea5942300631d2e76f4ffe0,3286.69,0.24975767,0.00024182,0.87077802,4,2018-05,2018-08
774,54c04bdb5ec46762f8f08c7e8f86ed4a,3281.66,0.25008078,0.00024145,0.87101946,7,2018-02,2018-08
775,5b51032eddd242adc84c38acab88f23d,3280.00,0.25040388,0.00024132,0.87126079,7,2017-10,2018-06
776,643214e62b870443ccbe55ab29a4dccf,3270.13,0.25072698,0.00024060,0.87150139,12,2017-09,2018-08
777,52562a9f449c3dc3d53f5f5b9ed74903,3266.60,0.25105008,0.00024034,0.87174173,10,2017-04,2018-04
778,aeb36d67f1414f234d42a29e27cf1f17,3263.80,0.25137318,0.00024013,0.87198186,3,2018-05,2018-08
779,594f9aaa48e5bf431f011ddc5669b0d5,3248.80,0.25169628,0.00023903,0.87222089,5,2018-04,2018-08
780,a938325a4b357fd23a6a4d5bb126408e,3231.00,0.25201939,0.00023772,0.87245861,10,2017-09,2018-08
781,c64a2aec32cc408a8a4c6d7c46017f91,3221.50,0.25234249,0.00023702,0.87269563,4,2017-11,2018-02
782,afa6714acee029b2dfdf357e5579cc03,3220.76,0.25266559,0.00023697,0.87293259,10,2016-10,2018-08
783,95f83f51203c626648c875dd41874c7f,3217.46,0.25298869,0.00023672,0.87316932,10,2017-11,2018-08
784,4c18691b6037662be2df78a765d98ab5,3195.52,0.25331179,0.00023511,0.87340443,7,2018-02,2018-08
785,bb7a14e229b1c95156719c3d9552eeee,3190.10,0.25363489,0.00023471,0.87363914,5,2017-10,2018-04
786,d57e18d5f73c7ccb7f7339b61166898d,3187.70,0.25395800,0.00023453,0.87387367,12,2017-09,2018-08
787,e48b04bf1aa1ef711caebeb7aede6180,3187.10,0.25428110,0.00023449,0.87410816,15,2017-01,2018-07
788,e89c4adbe7b1d0819dbb636e16461cf1,3181.30,0.25460420,0.00023406,0.87434222,8,2018-01,2018-08
789,5c6d4016c2a288f074fa0848a2b653d2,3159.00,0.25492730,0.00023242,0.87457465,12,2017-09,2018-08
790,870d0118f7a9d85960f29ad89d5d989a,3157.20,0.25525040,0.00023229,0.87480694,16,2017-04,2018-08
791,c8b3445d737de6befde0c88ede534a5e,3149.04,0.25557351,0.00023169,0.87503862,8,2017-11,2018-06
792,5bc24d989e71e93c33e50a7782431b0e,3148.00,0.25589661,0.00023161,0.87527024,4,2018-05,2018-08
