purchase_month,category,gmv_proxy,orders,avg_review,late_rate,active_sellers,gmv_per_seller,gmv_share,gmv_growth
2017-04,fashion_shoes,1526.5,20,4.681818181818182,,3,508.8333333333333,0.0042411350761096,0.0075907590759076715
2017-04,fashion_sport,189.78,4,3.5,,3,63.26,0.0005272732490953,3.7563909774436093
2017-04,fashion_underwear_beach,98.79,4,3.5,,3,32.93,0.0002744721481617,-0.7493530217689146
2017-04,fixed_telephony,2998.33,7,3.090909090909091,,6,499.72166666666664,0.0083303783378656,0.8829591484284234
2017-04,food,491.3,8,4.25,,5,98.26,0.0013649981414298,-0.8158241988933708
2017-04,food_drink,47.9,2,3.6666666666666665,,2,23.95,0.0001330824566954,-0.5676895306859207
2017-04,furniture_bedroom,858.96,4,1.6,,2,429.48,0.0023864824009008,0.9088
2017-04,furniture_decor,21690.42,169,3.92,,67,323.7376119402985,0.0602633482329191,-0.07612395288621565
2017-04,furniture_living_room,2073.34,11,3.75,,7,296.1914285714286,0.0057604421871609,-0.376251504211793
2017-04,furniture_mattress_and_upholstery,109.4,1,4.0,,1,109.4,0.0003039503290706,
2017-04,garden_tools,20809.28,99,3.890756302521008,,38,547.6126315789473,0.0578152422643877,-0.12371463522991188
2017-04,health_beauty,22935.75,176,4.0,,49,468.0765306122449,0.0637232976232445,-0.11769457881728396
2017-04,home_appliances,499.4,9,4.4,,3,166.46666666666667,0.0013875026904744,0.5939993616342163
2017-04,home_appliances_2,799.8,2,2.5,,1,799.8,0.002222115842694,0.5967258933918946
2017-04,home_comfort_2,12.9,1,5.0,,1,12.9,3.584057810796922e-05,-0.9623775081661222
2017-04,home_confort,2411.1,16,4.294117647058823,,6,401.84999999999997,0.0066988540989243,0.13549025148346971
2017-04,home_construction,1602.69,5,4.2,,3,534.23,0.0044528167540977,1.7074295560510846
2017-04,housewares,15028.84,144,3.912568306010929,,51,294.68313725490196,0.0417552181311761,0.11227437330749912
2017-04,kitchen_dining_laundry_garden_furniture,1033.4,8,3.888888888888889,,4,258.35,0.002871135923781,8.06650289524478
2017-04,la_cuisine,24.0,1,1.0,,1,24.0,6.668014531715203e-05,
2017-04,luggage_accessories,7150.2,47,4.416666666666667,,8,893.775,0.0198656822936125,0.20698648381754925
2017-04,market_place,4090.18,20,3.75,,10,409.018,0.0113639081988878,1.2615296999319914
2017-04,music,59.8,2,5.0,,2,29.9,0.0001661446954152,1.1364773133261878
2017-04,musical_instruments,3818.43,16,3.8125,,8,477.30375,0.0106088944701405,1.2901465216843695
2017-04,office_furniture,9411.3,48,3.948275862068965,,6,1568.55,0.0261477854843047,-0.20131607644920746
2017-04,pc_gamer,259.98,2,2.5,,1,259.98,0.000722312674148,
2017-04,perfumery,19891.11,101,4.057142857142857,,19,1046.9005263157894,0.0552642543883106,0.004189188984522918
2017-04,pet_shop,6182.89,46,4.04,,21,294.42333333333335,0.0171781668199985,-0.26129993452776357
2017-04,signaling_and_security,128.06,3,4.666666666666667,,2,64.03,0.0003557941420547,0.7074666666666667
2017-04,small_appliances,23253.98,21,3.761904761904762,,9,2583.7755555555555,0.0646074485667561,1.0816269897395592
2017-04,sports_leisure,24864.33,198,4.027906976744186,,74,336.0044594594595,0.0690815474005676,-0.07915311653869261
