purchase_month,product_category_name_english,gmv_proxy,orders,active_sellers,avg_review_score,gmv_share_month
2017-02,home_confort,414.66,3,2,3.0,0.0016767284119700602
2017-02,home_construction,695.6,3,1,5.0,0.002812743653514624
2017-02,housewares,12659.67,68,33,3.740740740740741,0.05119092358839775
2017-02,industry_commerce_and_business,119.0,1,1,5.0,0.00048119105055813717
2017-02,kitchen_dining_laundry_garden_furniture,139.9,2,2,4.0,0.0005657027560763311
2017-02,luggage_accessories,1694.18,20,4,4.333333333333333,0.006850623983483906
2017-02,market_place,1688.22,19,14,3.909090909090909,0.006826523994733263
2017-02,musical_instruments,2221.28,8,6,4.444444444444445,0.008982017283897303
2017-02,office_furniture,11805.98,53,5,3.5873015873015874,0.04773892368965005
2017-02,perfumery,8127.179999999999,49,12,4.235294117647059,0.03286324606953849
2017-02,pet_shop,3729.07,37,16,4.325,0.015078950511805316
2017-02,small_appliances,7251.58,25,13,4.678571428571429,0.02932265040677627
2017-02,sports_leisure,16372.16,139,58,4.141025641025641,0.06620283084290682
2017-02,stationery,2341.4,19,10,4.526315789473684,0.009467737191401869
2017-02,tablets_printing_image,792.0,8,1,4.25,0.0032025488406894507
2017-02,telephony,6899.09,100,18,4.08256880733945,0.027897313991555785
2017-02,toys,9403.34,62,16,4.2835820895522385,0.03802355507021306
2017-02,unknown,9034.1,52,27,3.8620689655172415,0.03653048798190981
2017-02,watches_gifts,11756.21,35,7,4.0,0.047537672609093085
2017-03,agro_industry_and_commerce,81.99000000000001,2,2,2.0,0.00021902296896199571
2017-03,air_conditioning,4103.81,16,4,4.411764705882353,0.010962661913110473
2017-03,art,223.25,5,4,4.0,0.0005963761168528545
2017-03,audio,1134.77,13,5,3.857142857142857,0.0030313537564215618
2017-03,auto,14482.07,76,34,4.080459770114943,0.03868649796457432
2017-03,baby,3724.08,43,25,4.25,0.009948274890254774
2017-03,bed_bath_table,25773.02,249,25,3.9298245614035086,0.06884843712058658
2017-03,books_general_interest,2648.96,20,6,4.24,0.00707626642104608
2017-03,books_technical,75.0,2,2,5.0,0.00020035031921148525
2017-03,computers_accessories,28624.6,150,39,3.8554913294797686,0.0764659699640144
2017-03,consoles_games,10768.84,48,16,3.857142857142857,0.02876720708716548
2017-03,construction_tools_construction,773.4,4,3,1.75,0.002066012491708836
2017-03,construction_tools_safety,380.0,2,1,1.0,0.0010151082840048587
2017-03,cool_stuff,21095.21,121,41,4.414634146341464,0.05635242743111088
2017-03,drinks,463.87,4,3,3.6,0.0012391533676350888
2017-03,dvds_blu_ray,1873.7,4,3,3.2,0.005005285241420799
2017-03,electronics,3986.0,32,17,4.351351351351352,0.01064795163169307
2017-03,fashio_female_clothing,19.9,1,1,3.0,5.315961803078075e-05
2017-03,fashion_bags_accessories,4861.16,62,18,4.3283582089552235,0.01298579943650805
2017-03,fashion_male_clothing,580.8,7,4,4.0,0.0015515128719737418
2017-03,fashion_shoes,1515.0,13,3,4.571428571428571,0.004047076448072002
2017-03,fashion_sport,39.9,1,1,5.0,0.00010658636982051015
2017-03,fashion_underwear_beach,394.14,6,4,3.8333333333333335,0.0010528809975201973
2017-03,fixed_telephony,1592.35,15,10,3.142857142857143,0.004253704410618781
2017-03,food,2667.56,22,5,3.9583333333333335,0.007125953300210528
2017-03,food_drink,110.8,5,4,5.0,0.0002959842049151009
2017-03,furniture_decor,23477.63,265,74,3.9693251533742333,0.06271667553105524
2017-03,furniture_living_room,3324.0,17,5,4.173913043478261,0.008879526147453028
2017-03,garden_tools,23747.15,121,32,3.931972789115646,0.06343665443817363
2017-03,health_beauty,25995.25,193,50,4.276190476190476,0.06944208847309816
2017-03,home_appliances,313.3,9,4,4.3,0.0008369300667861111
2017-03,home_appliances_2,500.9,2,2,4.0,0.0013380729985737728
2017-03,home_comfort_2,342.88,3,2,4.666666666666667,0.0009159482326831209
2017-03,home_confort,2123.4,12,4,3.769230769230769,0.0056723182375155706
2017-03,home_construction,591.96,5,3,4.3,0.001581324999472411
2017-03,housewares,13511.81,178,46,4.096059113300493,0.03609460595499918
2017-03,industry_commerce_and_business,238.0,2,1,4.0,0.0006357783462977799
2017-03,kitchen_dining_laundry_garden_furniture,113.98,3,2,4.0,0.00030447905844966787
2017-03,luggage_accessories,5924.01,35,5,4.578947368421052,0.015825030593493744
2017-03,market_place,1808.5900000000001,17,12,4.411764705882353,0.004831354450969335
2017-03,music,27.99,1,1,5.0,7.47707391297263e-05
2017-03,musical_instruments,1667.33,9,7,2.7,0.004454001303078476
2017-03,office_furniture,11783.51,60,5,3.2,0.03147773319908972
2017-03,perfumery,19808.13,104,14,4.180952380952381,0.05291420224643464
2017-03,pet_shop,8369.960000000001,41,18,4.333333333333333,0.02235898877049818
2017-03,signaling_and_security,75.0,1,1,1.0,0.00020035031921148525
2017-03,small_appliances,11171.06,31,12,4.7,0.029841672492408725
2017-03,sports_leisure,27001.59,171,62,4.166666666666667,0.07213036234290197
2017-03,stationery,5902.62,56,19,4.5636363636363635,0.015767890682454627
2017-03,tablets_printing_image,495.0,5,1,3.2,0.0013223121067958026
2017-03,telephony,8121.05,159,22,3.808139534883721,0.0216940661310991
2017-03,toys,12429.47,100,24,4.41747572815534,0.033203310428394396
2017-03,unknown,6714.17,57,36,3.918032786885246,0.017935814703202373
2017-03,watches_gifts,26770.38,76,7,4.1375,0.07151272237883681
2017-04,air_conditioning,2582.23,14,6,4.5,0.007174311318429562
2017-04,art,119.9,1,1,4.0,0.0003331228926469387
2017-04,audio,942.2,9,4,3.5454545454545454,0.00261775137157586
2017-04,auto,15548.17,81,38,3.852272727272727,0.04319809312565765
2017-04,baby,3980.4500000000003,48,16,3.7450980392156863,0.011059041017819075
2017-04,bed_bath_table,24347.690000000002,234,26,4.016483516483516,0.0676461461390404
2017-04,books_general_interest,923.38,12,7,4.666666666666667,0.00256546302428966
2017-04,books_imported,19.99,1,1,1.0,5.55390043704112e-05
2017-04,books_technical,75.0,1,1,4.0,0.0002083754541161001
2017-04,christmas_supplies,69.0,1,1,5.0,0.00019170541778681209
2017-04,cine_photo,118.0,2,1,5.0,0.0003278440478093308
2017-04,computers_accessories,20691.06,120,38,3.8296296296296295,0.057486786981912986
2017-04,consoles_games,3772.88,15,8,4.176470588235294,0.010482341111007357
2017-04,cool_stuff,21822.08,119,37,4.0,0.06062914439677154
2017-04,costruction_tools_garden,1490.21,7,3,4.375,0.0041403091397113805
2017-04,costruction_tools_tools,729.0,1,1,5.0,0.002025409414008493
2017-04,drinks,199.93,2,1,1.0,0.0005554733938857585
2017-04,dvds_blu_ray,1434.9,2,2,5.0,0.003986639188149227
2017-04,electronics,4822.24,47,16,4.166666666666667,0.0133978193314243
2017-04,fashio_female_clothing,64.9,1,1,2.0,0.00018031422629513196
2017-04,fashion_bags_accessories,3219.8,46,18,4.12,0.008945697162173588
2017-04,fashion_male_clothing,416.69,6,3,3.4285714285714284,0.00115770623967517
2017-04,fashion_shoes,1526.5,20,3,4.681818181818182,0.004241135076109691
2017-04,fashion_sport,189.78,4,3,3.5,0.0005272732490953797
2017-04,fashion_underwear_beach,98.78999999999999,4,3,3.5,0.000274472148161727
2017-04,fixed_telephony,2998.33,7,6,3.090909090909091,0.008330378337865684
2017-04,food,491.3,8,5,4.25,0.0013649981414298664
2017-04,food_drink,47.9,2,2,3.6666666666666665,0.0001330824566954826
2017-04,furniture_bedroom,858.96,4,2,1.6,0.002386482400900871
2017-04,furniture_decor,21690.42,169,67,3.92,0.06026334823291919
2017-04,furniture_living_room,2073.34,11,7,3.75,0.0057604421871609995
2017-04,furniture_mattress_and_upholstery,109.4,1,1,4.0,0.0003039503290706847
2017-04,garden_tools,20809.28,99,38,3.8907563025210083,0.05781524226438772
2017-04,health_beauty,22935.75,176,49,4.0,0.06372329762324457
2017-04,home_appliances,499.4,9,3,4.4,0.0013875026904744052
2017-04,home_appliances_2,799.8,2,1,2.5,0.0022221158426940914
2017-04,home_comfort_2,12.9,1,1,5.0,3.584057810796922e-05
2017-04,home_confort,2411.1,16,6,4.294117647058823,0.006698854098924386
2017-04,home_construction,1602.69,5,3,4.2,0.004452816754097766
2017-04,housewares,15028.84,144,51,3.912568306010929,0.04175521813117613
2017-04,kitchen_dining_laundry_garden_furniture,1033.3999999999999,8,4,3.888888888888889,0.0028711359237810373
2017-04,la_cuisine,24.0,1,1,1.0,6.668014531715203e-05
2017-04,luggage_accessories,7150.2,47,8,4.416666666666667,0.01986568229361252
2017-04,market_place,4090.18,20,10,3.75,0.01136390819888787
2017-04,music,59.8,2,2,5.0,0.00016614469541523713
2017-04,musical_instruments,3818.43,16,8,3.8125,0.010608894470140533
2017-04,office_furniture,9411.3,48,6,3.9482758620689653,0.0261477854843047
2017-04,pc_gamer,259.98,2,1,2.5,0.0007223126741480494
2017-04,perfumery,19891.11,101,19,4.057142857142857,0.05526425438831067
2017-04,pet_shop,6182.89,46,21,4.04,0.017178166819998588
2017-04,signaling_and_security,128.06,3,2,4.666666666666667,0.0003557941420547704
2017-04,small_appliances,23253.98,21,9,3.761904761904762,0.06460744856675613
2017-04,sports_leisure,24864.33,198,74,4.027906976744186,0.06908154740056761
2017-04,stationery,4606.34,36,12,4.388888888888889,0.012797975857508753
2017-04,tablets_printing_image,1112.88,9,3,4.0,0.00309195833835634
2017-04,telephony,7245.87,141,20,4.188811188811189,0.020131486022883015
2017-04,toys,13039.43,103,31,4.216216216216216,0.03622796196886799
2017-04,unknown,8693.09,63,34,4.169014084507042,0.024152354352295048
2017-04,watches_gifts,23487.78,90,12,3.948453608247423,0.06525702431572071
2017-05,agro_industry_and_commerce,1579.94,4,2,4.75,0.0031219721401224343
2017-05,air_conditioning,1016.77,7,7,4.25,0.0020091444060611713
2017-05,art,6967.65,8,5,4.5,0.013768123588316061
2017-05,arts_and_craftmanship,21.99,1,1,5.0,4.345238892697971e-05
2017-05,audio,2081.18,17,7,4.176470588235294,0.004112425774763603
2017-05,auto,18640.03,106,43,4.008064516129032,0.036832825519352866
2017-05,baby,9849.51,102,27,4.132075471698113,0.01946269846567421
2017-05,bed_bath_table,33346.45,329,35,4.126038781163435,0.06589281103838483
2017-05,books_general_interest,1841.57,19,6,4.45,0.0036389547920080956
2017-05,books_technical,262.0,3,2,4.666666666666667,0.0005177137743914818
2017-05,cine_photo,59.0,1,1,5.0,0.00011658439957670773
2017-05,computers_accessories,45634.78,260,53,4.261006289308176,0.09017463434093476
2017-05,consoles_games,2507.2,26,13,4.137931034482759,0.004954244179978333
2017-05,construction_tools_construction,99.99,1,1,5.0,0.0001975809171809323
2017-05,cool_stuff,33696.47,236,41,4.176829268292683,0.06658445292889059
2017-05,costruction_tools_garden,1577.24,6,3,3.0,0.0031166369218367206
2017-05,costruction_tools_tools,803.9,2,2,5.0,0.001588511844401955
2017-05,drinks,90.0,1,1,5.0,0.00017784060952379146
2017-05,dvds_blu_ray,89.6,4,1,4.75,0.0001770502068147968
2017-05,electronics,6709.11,62,16,3.791044776119403,0.013257246797357382
2017-05,fashio_female_clothing,422.40000000000003,5,3,3.4,0.000834665260698328
2017-05,fashion_bags_accessories,7498.67,97,25,4.078703703703703,0.014817422704641882
2017-05,fashion_childrens_clothes,110.0,1,1,5.0,0.00021736074497352289
2017-05,fashion_male_clothing,608.9,3,2,2.5,0.0012031905237670734
2017-05,fashion_shoes,1669.54,22,4,4.2727272727272725,0.0032990223469372307
2017-05,fashion_sport,124.84,3,3,5.0,0.0002466846854772236
2017-05,fashion_underwear_beach,283.5,6,3,4.285714285714286,0.0005601979199999431
2017-05,fixed_telephony,462.33000000000004,10,5,3.1,0.0009135672111237168
2017-05,food,387.9,3,2,3.3333333333333335,0.0007664930270475411
2017-05,food_drink,416.28999999999996,12,7,4.352941176470588,0.0008225918593184349
2017-05,furniture_bedroom,2369.97,6,4,4.555555555555555,0.00468307677059
2017-05,furniture_decor,24028.51,234,67,3.8846153846153846,0.04748049849276131
2017-05,furniture_living_room,4929.43,29,9,3.6666666666666665,0.009740587064498481
2017-05,furniture_mattress_and_upholstery,595.89,3,2,3.6666666666666665,0.0011774826756570233
2017-05,garden_tools,20693.46,124,41,4.223021582733813,0.04089041710617997
2017-05,health_beauty,46786.02,267,61,4.16376306620209,0.09244949237769219
2017-05,home_appliances,1912.79,28,5,4.714285714285714,0.0037796859943445894
2017-05,home_appliances_2,3093.04,9,4,4.444444444444445,0.006111867987571865
2017-05,home_confort,5293.87,34,6,3.4054054054054053,0.010460722972663487
2017-05,home_construction,1620.5,5,2,2.5714285714285716,0.0032021189748144894
2017-05,housewares,21726.48,264,61,4.19281045751634,0.04293167162229405
2017-05,industry_commerce_and_business,519.8,2,2,3.0,0.0010271283203385198
2017-05,kitchen_dining_laundry_garden_furniture,1304.48,9,5,4.111111111111111,0.002577661314573283
2017-05,la_cuisine,193.0,1,1,5.0,0.00038136930708990835
2017-05,luggage_accessories,12539.62,64,8,4.257142857142857,0.024778374044408066
2017-05,market_place,2476.98,21,13,4.5,0.004894529255313788
2017-05,musical_instruments,10019.43,19,9,4.285714285714286,0.01979846153645513
2017-05,office_furniture,8403.43,42,5,3.767857142857143,0.01660523459211683
2017-05,pc_gamer,129.99,1,1,5.0,0.00025686112035552946
2017-05,perfumery,20119.04,134,18,4.13986013986014,0.03975535929592824
2017-05,pet_shop,8151.02,66,22,4.424657534246576,0.016106470722673495
2017-05,signaling_and_security,508.85,3,3,4.75,0.001005491046179792
2017-05,small_appliances,5241.44,16,12,4.611111111111111,0.010357120937582016
2017-05,sports_leisure,36163.5,266,81,4.143769968051118,0.07145932091681814
2017-05,stationery,6049.9800000000005,62,13,4.2615384615384615,0.01195480145340831
2017-05,tablets_printing_image,1514.98,7,3,4.8,0.0029936107401817066
2017-05,telephony,9264.1,204,19,3.8468468468468466,0.01830592434099285
2017-05,toys,22626.95,196,41,4.5,0.04471100644071503
2017-05,unknown,10961.94,86,42,4.09375,0.02166086767959145
2017-05,watches_gifts,37973.9,126,15,4.2407407407407405,0.07503668357772783
2017-06,agro_industry_and_commerce,1390.0,1,1,1.0,0.0032098755168707828
2017-06,air_conditioning,2084.48,9,6,4.090909090909091,0.00481361245856605
2017-06,art,421.7,5,4,2.2,0.0009738161909815892
2017-06,audio,1671.0,11,2,3.909090909090909,0.0038587784091302715
2017-06,auto,31370.69,103,28,3.9454545454545453,0.0724431725024051
2017-06,baby,7864.74,72,30,3.6103896103896105,0.018161752786010302
2017-06,bed_bath_table,35114.81,335,33,4.014627659574468,0.08108933014285563
2017-06,books_general_interest,1940.0800000000002,20,9,4.571428571428571,0.0044801548868853725
2017-06,books_imported,99.0,1,1,5.0,0.0002286170332159766
2017-06,books_technical,145.9,2,2,5.0,0.00033692146612334333
2017-06,christmas_supplies,184.7,2,1,4.333333333333333,0.0004265208690403119
2017-06,cine_photo,79.0,1,1,5.0,0.00018243177398042577
2017-06,computers_accessories,37007.08,219,50,3.973076923076923,0.08545907916753842
2017-06,consoles_games,5389.02,27,12,4.275862068965517,0.012444664286278407
2017-06,construction_tools_construction,376.37,4,3,3.0,0.0008691373009242133
2017-06,cool_stuff,38244.5,197,39,4.371859296482412,0.08831660734170119
2017-06,costruction_tools_garden,434.69000000000005,3,3,4.75,0.0010038135168550797
2017-06,drinks,49.99,1,1,4.0,0.0001154400554592593
2017-06,dvds_blu_ray,126.69,4,1,4.75,0.0002925605246275967
2017-06,electronics,2100.04,40,14,4.146341463414634,0.004849544590251308
2017-06,fashio_female_clothing,154.8,3,3,3.6666666666666665,0.00035747390648316346
2017-06,fashion_bags_accessories,6831.03,77,20,4.109756097560975,0.01577464456979124
2017-06,fashion_childrens_clothes,110.0,1,1,5.0,0.00025401892579552955
2017-06,fashion_male_clothing,569.69,8,4,3.7,0.0013155640166950477
2017-06,fashion_shoes,1351.1999999999998,17,2,3.325,0.0031202761139538134
2017-06,fashion_sport,495.49,6,4,4.333333333333333,0.001144216704931154
2017-06,fashion_underwear_beach,3.9,1,1,5.0,9.006125550932411e-06
2017-06,fixed_telephony,933.67,12,5,4.333333333333333,0.002156089549522837
2017-06,food,149.9,1,1,5.0,0.0003461585179704535
2017-06,food_drink,57.4,2,2,5.0,0.00013255169400603088
2017-06,furniture_bedroom,308.99,2,2,5.0,0.0007135391625596425
2017-06,furniture_decor,16943.58,180,58,4.216450216450217,0.03912718173391472
2017-06,furniture_living_room,1713.3,12,5,4.533333333333333,0.003956460232413462
2017-06,garden_tools,15851.17,102,39,4.2894736842105265,0.03660451978183931
2017-06,health_beauty,32029.39,239,56,4.228682170542636,0.07396428401532797
2017-06,home_appliances,2507.19,42,3,3.895348837209302,0.005789761005139034
2017-06,home_appliances_2,1213.8700000000001,6,3,3.5,0.0028031450314129043
2017-06,home_comfort_2,12.9,1,1,5.0,2.9789492206930286e-05
2017-06,home_confort,3056.19,18,5,3.764705882352941,0.007057546371154904
2017-06,home_construction,1992.3,4,3,4.0,0.004600744598749396
2017-06,housewares,23623.71,289,60,4.142857142857143,0.05455335852277372
2017-06,industry_commerce_and_business,276.97,2,1,4.5,0.0006395965625235257
2017-06,kitchen_dining_laundry_garden_furniture,374.8,4,3,4.75,0.0008655117580742226
2017-06,luggage_accessories,8232.09,60,9,4.442622950819672,0.01901006053501928
2017-06,market_place,1258.95,15,11,3.75,0.0029072466057298357
2017-06,music,1066.9,4,2,3.25,0.002463752653920459
2017-06,musical_instruments,4993.05,17,8,3.75,0.011530265431303354
2017-06,office_furniture,7279.13,45,4,3.92,0.016809425302963754
2017-06,pc_gamer,129.99,1,1,4.0,0.0003001810924014626
2017-06,perfumery,24438.1,146,21,4.097402597402597,0.05643399918621573
2017-06,pet_shop,5243.57,61,20,4.396825396825397,0.012108781988487862
2017-06,signaling_and_security,273.9,2,2,3.5,0.0006325071252308686
2017-06,small_appliances,9698.81,23,10,3.782608695652174,0.022397102706317635
2017-06,small_appliances_home_oven_and_coffee,71.9,1,1,5.0,0.00016603600695180525
2017-06,sports_leisure,32898.33,250,73,4.368231046931408,0.07597089497333495
2017-06,stationery,3493.57,37,12,4.368421052631579,0.008067571805377165
2017-06,tablets_printing_image,594.0,6,1,5.0,0.0013717021992958596
2017-06,telephony,6757.62,151,19,4.1125,0.015605121575767149
2017-06,toys,15476.35,152,44,4.3152866242038215,0.035738961838505855
2017-06,unknown,5527.79,55,36,3.6666666666666665,0.012765120707484276
2017-06,watches_gifts,28948.63,118,13,4.139344262295082,0.06684999905320219
2017-07,agro_industry_and_commerce,1180.0,1,1,5.0,0.002369328139658963
2017-07,air_conditioning,1396.1000000000001,5,4,3.4,0.00280323645404905
2017-07,art,386.75,3,3,4.333333333333333,0.0007765573372992406
2017-07,arts_and_craftmanship,129.9,1,1,5.0,0.000260826885882796
2017-07,audio,771.69,7,6,4.166666666666667,0.0015494803661808688
2017-07,auto,14119.74,106,42,4.14957264957265,0.028351099412430716
2017-07,baby,15941.11,124,37,4.387596899224806,0.03200823771220245
2017-07,bed_bath_table,63888.75,513,29,4.072183098591549,0.12828255354460727
2017-07,books_general_interest,1292.4,12,4,5.0,0.002595016684487495
2017-07,books_technical,528.0,2,2,5.0,0.001060173947237231
2017-07,cds_dvds_musicals,225.0,4,1,4.0,0.0004517786706976836
2017-07,christmas_supplies,65.09,2,2,4.5,0.00013069454966983213
2017-07,computers_accessories,38709.0,274,60,4.114551083591332,0.0777240025068295
2017-07,consoles_games,5680.16,46,16,4.25,0.01140522281844513
2017-07,construction_tools_construction,549.4399999999999,5,2,4.666666666666667,0.0011032234347917124
2017-07,construction_tools_lights,360.0,1,1,5.0,0.0007228458731162938
2017-07,cool_stuff,37506.76,222,46,4.267543859649122,0.07531001855545356
2017-07,costruction_tools_garden,347.58000000000004,7,4,4.5,0.0006979076904937817
