delivery_group,n_orders,avg_review,avg_review_ci_low,avg_review_ci_high,median_review,low_review_n,low_review_rate,low_review_ci_low,low_review_ci_high,avg_delay_days,review_difference_vs_on_time,risk_difference_vs_on_time,risk_ratio_vs_on_time
late,7662,2.566562255285826,2.530860088749674,2.605200991908118,2.0,4136,0.539806838945445,0.5286296161279069,0.5509441662515999,9.446382154717364,-1.7275883057642907,0.44789140477431716,5.872863940787512
on_time,88168,4.294150561050117,4.286780823730454,4.3014956295556965,5.0,8104,0.09191543417112785,0.09002617540286953,0.09384025168533172,0.0,0.0,0.0,1.0

