seller_id,month,orders,items,gmv_proxy,aov,active_flag,customer_count,category_count,avg_review_score_proxy,review_eligible_orders
0241d4d5d36f10f80c644447315af0bd,2017-10,2,2,123.9,61.95,1,2,1,3.0,2.0
0241d4d5d36f10f80c644447315af0bd,2017-11,12,13,652.8,54.4,1,12,1,5.0,12.0
0241d4d5d36f10f80c644447315af0bd,2017-12,11,12,797.9,72.53636363636363,1,11,1,4.090909090909091,11.0
0241d4d5d36f10f80c644447315af0bd,2018-01,25,25,3199.3,127.97200000000001,1,25,1,4.739130434782608,24.0
0241d4d5d36f10f80c644447315af0bd,2018-02,25,25,3500.3,140.012,1,24,1,4.25,24.0
0241d4d5d36f10f80c644447315af0bd,2018-03,21,23,2591.2000000000003,123.3904761904762,1,20,1,3.9473684210526314,19.0
0241d4d5d36f10f80c644447315af0bd,2018-04,20,21,2851.5,142.575,1,20,1,4.764705882352941,17.0
0241d4d5d36f10f80c644447315af0bd,2018-05,31,31,4207.1,135.71290322580646,1,31,1,4.482758620689655,29.0
0241d4d5d36f10f80c644447315af0bd,2018-06,29,31,5209.7,179.6448275862069,1,29,1,4.321428571428571,28.0
0241d4d5d36f10f80c644447315af0bd,2018-07,36,36,5065.2,140.7,1,36,1,4.636363636363637,33.0
0241d4d5d36f10f80c644447315af0bd,2018-08,26,27,3198.8,123.03076923076924,1,25,1,4.48,25.0
0249d282d911d23cb8b869ab49c99f53,2017-09,2,2,43.0,21.5,1,2,1,3.5,2.0
0249d282d911d23cb8b869ab49c99f53,2017-10,4,4,129.5,32.375,1,4,1,5.0,3.0
0249d282d911d23cb8b869ab49c99f53,2017-11,4,4,198.5,49.625,1,4,1,4.5,4.0
0249d282d911d23cb8b869ab49c99f53,2018-03,1,1,22.0,22.0,1,1,1,5.0,1.0
024b564ae893ce8e9bfa02c10a401ece,2016-10,1,6,467.40000000000003,467.40000000000003,1,1,1,5.0,1.0
024b564ae893ce8e9bfa02c10a401ece,2017-02,1,2,239.0,239.0,1,1,1,4.0,1.0
028872bfa080090a9d0abd4f1af168f8,2017-08,1,3,70.5,70.5,1,1,0,5.0,1.0
02a2272692e13558373c66db98f05e2e,2017-02,1,1,29.99,29.99,1,1,1,1.0,1.0
02a2272692e13558373c66db98f05e2e,2017-03,1,1,24.99,24.99,1,1,1,5.0,1.0
02b72cdeb9cfcc429f1af6f4e3f3b737,2018-07,1,1,129.15,129.15,1,1,1,5.0,1.0
02b72cdeb9cfcc429f1af6f4e3f3b737,2018-08,3,3,393.5,131.16666666666666,1,3,1,4.666666666666667,3.0
02c988090b766852e088c69d7fb3b551,2017-07,2,2,229.67,114.835,1,2,1,5.0,2.0
02c988090b766852e088c69d7fb3b551,2017-08,1,1,169.99,169.99,1,1,1,5.0,1.0
02c988090b766852e088c69d7fb3b551,2017-09,1,5,47.5,47.5,1,1,1,5.0,1.0
02c988090b766852e088c69d7fb3b551,2017-10,1,1,119.4,119.4,1,1,1,5.0,1.0
02c988090b766852e088c69d7fb3b551,2017-11,1,1,37.79,37.79,1,1,1,1.0,1.0
02c988090b766852e088c69d7fb3b551,2018-01,1,1,89.9,89.9,1,1,1,5.0,1.0
02c988090b766852e088c69d7fb3b551,2018-02,1,1,34.9,34.9,1,1,1,5.0,1.0
02c988090b766852e088c69d7fb3b551,2018-04,1,1,180.9,180.9,1,1,1,5.0,1.0
02c988090b766852e088c69d7fb3b551,2018-05,1,1,175.9,175.9,1,1,1,5.0,1.0
02c988090b766852e088c69d7fb3b551,2018-06,1,1,180.9,180.9,1,1,1,5.0,1.0
02c988090b766852e088c69d7fb3b551,2018-07,1,1,180.9,180.9,1,1,1,4.0,1.0
02c988090b766852e088c69d7fb3b551,2018-08,1,1,170.9,170.9,1,1,1,5.0,1.0
02d35243ea2e497335cd0f076b45675d,2017-04,1,2,498.0,498.0,1,1,1,3.0,1.0
02d35243ea2e497335cd0f076b45675d,2017-06,1,1,249.0,249.0,1,1,1,3.0,1.0
02d35243ea2e497335cd0f076b45675d,2017-08,5,5,1245.0,249.0,1,5,1,3.5,4.0
02d35243ea2e497335cd0f076b45675d,2017-09,1,1,249.0,249.0,1,1,1,1.0,1.0
02d35243ea2e497335cd0f076b45675d,2017-11,3,4,1106.0,368.6666666666667,1,3,1,3.0,3.0
02d35243ea2e497335cd0f076b45675d,2017-12,1,1,1899.0,1899.0,1,1,1,1.0,1.0
02d35243ea2e497335cd0f076b45675d,2018-03,1,1,289.0,289.0,1,1,1,1.0,1.0
02d35243ea2e497335cd0f076b45675d,2018-08,1,1,259.0,259.0,1,1,1,,
02dcd3e8e25bee036e32512bcf175493,2017-10,1,2,150.0,150.0,1,1,1,1.0,1.0
02dcd3e8e25bee036e32512bcf175493,2018-02,2,3,225.0,112.5,1,1,1,1.0,2.0
02dcd3e8e25bee036e32512bcf175493,2018-03,5,5,423.0,84.6,1,4,1,4.2,5.0
02dcd3e8e25bee036e32512bcf175493,2018-04,2,2,174.0,87.0,1,2,1,5.0,2.0
02dcd3e8e25bee036e32512bcf175493,2018-07,1,2,190.0,190.0,1,1,1,5.0,1.0
02dcd3e8e25bee036e32512bcf175493,2018-08,3,3,329.9,109.96666666666665,1,3,1,5.0,3.0
02ecc2a19303f05e59ce133fd923fff7,2017-06,1,1,149.9,149.9,1,1,1,5.0,1.0
02ecc2a19303f05e59ce133fd923fff7,2017-09,2,2,449.70000000000005,224.85000000000002,1,2,2,5.0,2.0
02ecc2a19303f05e59ce133fd923fff7,2017-11,4,4,846.1,211.525,1,4,3,5.0,4.0
02ecc2a19303f05e59ce133fd923fff7,2017-12,2,4,914.6,457.3,1,2,2,5.0,1.0
02ecc2a19303f05e59ce133fd923fff7,2018-01,2,2,447.0,223.5,1,2,2,5.0,2.0
02ecc2a19303f05e59ce133fd923fff7,2018-02,1,1,299.3,299.3,1,1,1,4.0,1.0
02ecc2a19303f05e59ce133fd923fff7,2018-03,3,4,1116.7,372.23333333333335,1,3,3,3.3333333333333335,3.0
02ecc2a19303f05e59ce133fd923fff7,2018-04,1,1,219.22,219.22,1,1,1,5.0,1.0
02ecc2a19303f05e59ce133fd923fff7,2018-05,2,2,419.1,209.55,1,2,2,5.0,2.0
02ecc2a19303f05e59ce133fd923fff7,2018-07,2,2,282.8,141.4,1,2,2,5.0,2.0
02ecc2a19303f05e59ce133fd923fff7,2018-08,1,1,119.77,119.77,1,1,1,5.0,1.0
02f5837340d7eb4f653d676c7256523a,2017-11,5,5,707.3,141.45999999999998,1,5,1,5.0,5.0
02f5837340d7eb4f653d676c7256523a,2017-12,7,7,909.9300000000001,129.99,1,7,1,4.857142857142857,7.0
02f5837340d7eb4f653d676c7256523a,2018-01,12,12,1559.88,129.99,1,12,1,5.0,12.0
02f5837340d7eb4f653d676c7256523a,2018-03,1,1,125.99,125.99,1,1,1,1.0,1.0
02f5837340d7eb4f653d676c7256523a,2018-04,1,1,115.99,115.99,1,1,1,5.0,1.0
02f5837340d7eb4f653d676c7256523a,2018-06,2,2,231.98,115.99,1,2,1,5.0,2.0
02f5837340d7eb4f653d676c7256523a,2018-07,1,1,115.99,115.99,1,1,1,5.0,1.0
02f5837340d7eb4f653d676c7256523a,2018-08,1,1,115.99,115.99,1,1,1,5.0,1.0
02f623a8eb246f3c5f7c2f96462654e6,2018-04,2,2,288.0,144.0,1,2,1,4.0,2.0
02f623a8eb246f3c5f7c2f96462654e6,2018-05,4,4,557.0,139.25,1,4,2,4.5,4.0
02f623a8eb246f3c5f7c2f96462654e6,2018-06,9,9,1174.0,130.44444444444446,1,9,2,4.777777777777778,9.0
02f623a8eb246f3c5f7c2f96462654e6,2018-07,15,15,2179.0,145.26666666666668,1,15,2,4.6,15.0
02f623a8eb246f3c5f7c2f96462654e6,2018-08,14,14,2180.0,155.71428571428572,1,14,1,4.461538461538462,14.0
0307f7565ff85b299b6e5ef162b1b1a9,2016-10,1,1,16.9,16.9,1,1,1,2.0,1.0
0307f7565ff85b299b6e5ef162b1b1a9,2017-02,3,3,2234.9,744.9666666666667,1,3,2,2.3333333333333335,3.0
0307f7565ff85b299b6e5ef162b1b1a9,2017-03,2,2,1878.0,939.0,1,2,2,5.0,2.0
0307f7565ff85b299b6e5ef162b1b1a9,2017-05,1,1,599.0,599.0,1,1,1,3.0,1.0
0336182e1b3e92f029d5354832045fdf,2016-10,1,2,29.8,29.8,1,1,1,,
034b9387752bfa309f350a70cd45ffa3,2018-04,4,4,48.0,12.0,1,4,1,4.75,4.0
034b9387752bfa309f350a70cd45ffa3,2018-06,1,1,12.0,12.0,1,1,1,4.0,1.0
