closed_sellers,matched_to_sales,valid_activation_link,activation_rate_any_sale,activation_within_7d,activation_within_30d,activation_within_60d,activation_within_90d,median_days_to_first_sale
842,380,327,0.38836104513064135,0.12844036697247707,0.3944954128440367,0.7155963302752294,0.8746177370030581,39.0
