mql_id,seller_id,won_date,first_sale_date,origin,days_to_first_sale,valid_activation_link
f72a53e19c3310188cedd074226312c9,6e4a902d1054e4e17aa6eab87fac1c75,2018-06-18 13:58:00,2018-08-06 23:49:14,direct_traffic,49.410578703703706,True
d25814a309be54d1d2279a4ff921ea28,2d42ebcda99fd55f6f4bc2f1ca035d50,2018-04-11 03:00:00,2018-06-24 13:21:50,social,74.4318287037037,True
e3ed7cb7b47e4079cb9fef895846b3e2,04843805947f0fc584fc1969b6e50fe7,2018-04-18 16:50:40,2018-08-05 14:55:14,social,108.91983796296296,True
7c9ac4388867d4cc3f1cf9c05ad7e944,751e274377499a8503fd6243ad9c56f6,2018-07-30 14:34:51,2018-08-20 22:06:10,paid_search,21.31341435185185,True
014c073ef65e4a7ef73acd61cf606164,2646baaf662d4d92ac48f047e35db92d,2018-03-23 19:06:54,2018-04-29 22:00:59,unknown,37.12089120370371,True
3a91a097116d6c8b32d41e0c81dd1e9c,e433f5fd4050e3352b5d83522b7fe24b,2018-04-26 03:00:00,2018-08-23 11:45:59,organic_search,119.3652662037037,True
1c69de363482d0cbc9b6da97cb49757a,dc64d75cc406bb0697be983831430e60,2018-04-30 21:13:36,2018-05-22 15:15:50,organic_search,21.751550925925926,True
415ae4e297c08fd8790a5b1e1ba8482e,08d1c9478fb0d7d7fcac9c0da4e82fc7,2018-04-27 13:35:00,2018-06-12 08:29:53,paid_search,45.78811342592593,True
f5da97d441cd42b0b26c10145b71a923,ee2fbacc2fc3794e656cc4d933d59ce7,2018-05-18 18:08:22,2018-08-07 14:05:50,unknown,80.83157407407407,True
682e8ae60182137d74d90ada9e0947d8,7fc87cc3e89b3d1d5cabdca32f8485aa,2018-02-27 19:19:47,2018-05-02 12:35:31,paid_search,63.71925925925926,True
009ff90f082aaa9fcd6e14caf65c7cc6,134285d1f41da5c13a756ee8142c8a4e,2018-04-03 03:00:00,2018-06-10 13:27:42,paid_search,68.43590277777778,True
29b97ecc5839e61efb7bdc25e979d8c6,e9e446d01bd10a97a8ffcfc4a3a20cb2,2018-04-27 16:11:57,2018-06-05 19:53:27,social,39.153819444444444,True
8d6be534a8bdd08e11efe57c6ce3dd21,6061155addc1e54b4cfb51c1c2a32ad8,2018-04-27 20:44:40,2018-06-01 01:20:55,organic_search,34.19184027777778,True
4979feabd6097fb6100fd36c3c32aae0,bba8d0c234a52b87b3957037a215d1a4,2018-02-22 21:07:50,2018-05-04 19:24:09,direct_traffic,70.92799768518519,True
5985e72b3752e4749926885db1b45be4,044668ccd5316b12a7cf0d54a156e3e9,2018-01-31 21:00:13,2018-08-08 17:54:25,unknown,188.87097222222224,True
e5f15cc640c8a7408103dd190ced966c,30a81d8cf85fb2ada1b1b094c9583a95,2018-01-19 16:51:28,2018-02-22 01:14:05,unknown,33.34903935185185,True
afac78e614dac1a1470030ea55c08eef,0ddefe3c7a032b91f4e25b9c3a08fca1,2018-02-09 15:35:51,2018-04-12 15:09:11,paid_search,61.98148148148148,True
496515dec2a1c280f145f6ccb34851fb,6f835fd4be26989b1b064399da346143,2018-04-27 16:09:25,2018-05-26 08:26:02,unknown,28.67820601851852,True
17c77fd570aa86b74387fae66d9d4edd,3e35a8bb43569389d3cebef0ce820f69,2018-01-18 11:09:00,2018-04-12 19:47:40,unknown,84.36018518518519,True
cc4ec90b270b9f1de8dc2d8864425252,a7d0f8dd44f57ef6de7f7f02e3d82630,2018-04-27 21:38:40,2018-06-25 12:06:07,email,58.60239583333333,True
f0b314f185b80cf35d986e298db53fe3,a663d9c3797e90eac99ff60939416a56,2018-04-27 21:08:34,2018-05-16 13:31:20,unknown,18.682476851851852,True
a82596c6fd3ed643b18a2a942eb6ddc9,a213f1bd6458f4a158f3746cb2514559,2018-04-26 16:05:43,2018-05-30 16:20:16,paid_search,34.010104166666665,True
36f6d5bde803873f6bffe9949f258935,a56e351445e5863fc8960640ba9190c7,2018-02-26 20:02:10,2018-04-06 21:36:54,direct_traffic,39.06578703703704,True
2708ccf204c47df56b5469327e900581,fcdd820084f17e9982427971e4e9d47f,2018-02-15 17:38:42,2018-03-07 15:15:15,unknown,19.900381944444444,True
44ebc4e28c99d8aeaead73b4b70cc5e9,131fcb0a0c9a47bba4474aacff0f14b7,2018-04-20 03:00:00,2018-06-03 19:44:12,paid_search,44.697361111111114,True
62e44187d92348c552952aa4bf152e90,3d5d0dc7073a299e31fa718ce1bc00b6,2018-05-07 16:42:08,2018-06-13 15:23:50,paid_search,36.945625,True
0f2ad81c100f7a6c7475bd26ceb76cbf,3492e68f37fd1df87f4f2f2ea247f445,2018-02-12 18:46:06,2018-05-09 22:09:32,organic_search,86.14127314814814,True
cfccca319397a5ea2bb11bd90b0d925d,ba143b05f0110f0dc71ad71b4466ce92,2018-04-17 19:12:16,2018-04-24 13:18:10,paid_search,6.754097222222223,True
1ab8d42d9e4a6b86010ac0a10c58fa86,11fb6f6d341adbe19e81733701704635,2018-06-15 21:32:52,2018-08-07 17:16:36,paid_search,52.822037037037035,True
080261e4427a081fc6e637b654f590ee,ade45994b717ccee333492330fbf037b,2018-03-14 12:18:20,2018-06-09 20:12:15,social,87.3291087962963,True
42e452a93e736373dd9281c113eff2b7,da6a60cc8cc724fe51be021ff8be779c,2018-05-14 16:06:59,2018-05-21 21:49:53,organic_search,7.238125,True
bde34e7721e5a33091503ba45b3f8ea5,a69aa24cec11168e7e39a3fbc727e925,2018-04-30 03:00:00,2018-06-13 11:29:48,organic_search,44.35402777777778,True
ac68bc93ecc07d7daec8ce924ca09b0c,6025c79c035c3d772133b8b8238463b2,2018-05-10 19:07:39,2018-07-18 16:51:01,unknown,68.90511574074074,True
cd46a0224c83d17b825ebc226df3479c,e1643dff33666ca629e3644c02738179,2018-03-13 14:56:01,2018-05-11 00:09:19,paid_search,58.384236111111115,True
3cc3bc10218cf509ba24613cda41d940,cc63f0dd2acba93ffed4fe9f8e0321fa,2018-04-24 03:00:00,2018-05-10 14:37:54,social,16.48465277777778,True
b223756da60ed5012d1d302bc9f50f6e,bb2afe2061d53c6968aa0cffa233a8ec,2018-04-06 17:56:04,2018-05-09 17:11:55,organic_search,32.969340277777775,True
b30be338efa14f74a40949dbafd02b57,c8cc60ffd415254af5d9b9f34f32c369,2018-04-30 20:23:10,2018-06-05 19:11:38,social,35.950324074074075,True
8551ef0d517bfc756cb31e0477ac4adc,c1849d4d32d7a6cecd5aa471809d3135,2018-05-18 12:47:49,2018-08-04 12:56:08,paid_search,78.00577546296296,True
d6e0ddfc5b05597877a7d5036789a3a1,4125d9385a25e82d2f72d3a0fd55bc3f,2018-04-05 15:06:11,2018-08-01 16:28:34,direct_traffic,118.05721064814814,True
66744053f818d4032f5ba881340db020,5f5a58930c3c35f3b5af264f34fb8c85,2018-02-26 17:07:06,2018-06-25 09:19:01,organic_search,118.67494212962963,True
fa027edbceb48e6657770c2985172201,8fbd63429be6d3e5e6d1a709b6464802,2018-01-23 17:58:30,2018-04-18 00:27:01,organic_search,84.26980324074074,True
a562fd35af2738ce6d88f785ef4eb134,b16d3dadc47d4eb18be3d88bad0775ce,2018-03-28 16:11:25,2018-05-29 23:02:46,paid_search,62.28565972222222,True
ab1417ecaf41d8fb741fade9be0b8ab1,dd5450b022b2d00a2145a66331e1aef6,2018-02-19 17:26:54,2018-06-29 12:16:28,social,129.7844212962963,True
9b6edcffd428da99ae60cc01049a8403,845e8036c3f7bf62099352f5ed910240,2018-05-03 03:00:00,2018-05-25 22:07:54,unknown,22.79715277777778,True
7f12bc8cffb170e083ea5c5296272b97,f049a72cf58fd31b11f8919cade515e7,2018-05-24 22:16:29,2018-07-25 12:03:29,paid_search,61.574305555555554,True
d9734d3817f40bb704b7cc4984ec39b0,117cfc326c6d50da67ca858ff5c0c852,2018-03-29 20:20:04,2018-05-02 15:22:57,organic_search,33.79366898148148,True
bc18cd01dacdd62719e6b4d59248c5e1,f1fdf2d13186575751aa25876536d85c,2018-03-22 13:06:50,2018-03-29 21:39:51,organic_search,7.356261574074074,True
d1d35acfd20d413bbda1eae8e208f0b5,b64d51f0435e884e8de603b1655155ae,2018-02-15 16:06:31,2018-04-07 11:00:35,paid_search,50.7875462962963,True
48a8b46e7ea342b913b50c7087f78162,56e361f411e38dcef17cdc2a3d99628b,2018-05-10 19:16:27,2018-07-02 16:39:17,organic_search,52.89085648148148,True
30c5ba4650eee4a5550cdfa16fb4f195,cac876b37d3abcd6bd76caca30277996,2018-01-29 17:13:49,2018-02-13 12:38:05,paid_search,14.808518518518518,True
60a7799873854c9ccd549ec39c8efddf,a414555ce331b8c8aea4a9cb8395194d,2018-01-29 20:08:37,2018-03-10 15:31:45,organic_search,39.80773148148148,True
428a96d781ccb96d757bbf82f8242d95,c54679b132454625907c773d273d4126,2018-01-08 19:14:47,2018-03-27 14:16:24,paid_search,77.79278935185185,True
21c55cb2ff8f7ce34b89f7cc8cf71d9f,4a82168aaef173cbb6e46ae88728f919,2018-05-02 17:57:01,2018-07-13 15:26:30,paid_search,71.89547453703703,True
d90b1c32b55f731e8a2072bfad782fdd,d8d9567d0bfb0bc7eb845a205ba42657,2018-02-09 13:41:10,2018-03-28 22:20:31,paid_search,47.36065972222222,True
6dfdc6a7e91f5d20a16c956c33974ca5,3ab971ce71839580d2ae5b4e40fe8044,2018-04-27 13:55:14,2018-06-03 17:41:43,organic_search,37.15728009259259,True
ffdd99e05df27c02a2fb1669d49e0c76,02f623a8eb246f3c5f7c2f96462654e6,2018-04-18 20:16:19,2018-04-25 15:13:02,organic_search,6.789386574074074,True
c028b7dd285d13e19ff7a4cabf8bf700,6aa3928696eab49a19a466e665a649fd,2018-02-07 13:40:14,2018-03-10 12:41:26,unknown,30.95916666666667,True
90513943523077ad07582e989457ccec,539ed9e19811677513447759be5eccfc,2018-05-15 18:16:40,2018-06-16 18:52:33,organic_search,32.024918981481484,True
080cc5a4ec71a747e260e274bdb13b64,d7827b2af99326a03b0ed9c7a24db0d3,2018-03-29 16:29:14,2018-04-12 19:18:18,paid_search,14.117407407407407,True
a4fa73f413400524fef474c93faa5e02,bd4431c1a8dfa744b59e1e2a8bc99b9e,2018-01-26 18:13:17,2018-04-05 22:09:05,paid_search,69.16375,True
bd503b6e91ef50d1c4c169476158e8eb,4a1917ef994878940e1fb03eeb787ad7,2018-04-09 17:28:44,2018-06-19 16:41:53,social,70.96746527777778,True
f6127362ba4727c54d742b7ab1ae7c1c,c0aff2da32c17759d30b22fb0af6649d,2018-04-20 13:24:51,2018-06-11 13:15:42,paid_search,51.99364583333333,True
2448225d3dfa0dc52632c746aa76b66e,cb6c9f5888a7a090c75beaf615925792,2018-04-20 19:04:20,2018-04-30 06:31:44,unknown,9.477361111111112,True
c36d210f50e7ef3103da68ab61efd093,59cea8e446d3834393058e7e0666b6fb,2018-05-08 12:18:42,2018-06-16 16:17:45,unknown,39.16600694444445,True
384b5bdbe32117213b87f8f5e0604be4,2cb98e27ce1c18abdb42209b34c382a7,2018-02-28 03:00:00,2018-06-19 14:30:42,unknown,111.47965277777777,True
6c465ed53d17739467c95fe414d8e056,3289d8c3eef4873f91ce0b1343c0dd58,2018-04-26 20:04:29,2018-05-25 18:44:29,referral,28.944444444444443,True
f74b25a7dc1504cf5a3b964a990266ff,55c26bcb609f480eb7868594245febb5,2018-03-01 14:58:45,2018-04-09 13:11:49,organic_search,38.92574074074074,True
57e65b6fc1f2e47c402deeee25bba1aa,5c3460cd3e8a984382ae254e7dd20d9f,2018-01-10 18:15:06,2018-02-23 21:00:11,social,44.114641203703705,True
e430deb739cc669ad740c421931bc8f8,0e72c1a751b496722a6cb1f10653b62a,2018-03-12 18:24:50,2018-05-11 00:18:02,direct_traffic,59.24527777777778,True
cd9e8a4a222eb86428130d42fc684ca5,ae7ab174effdead6c241e547e4ca13f0,2018-04-04 21:17:17,2018-06-11 10:22:49,organic_search,67.54550925925926,True
aadd608980d2f5f7ee3942cc912eef00,1d953075c2f0dd990bacf27b83b330f1,2018-06-20 12:24:10,2018-08-13 11:35:50,organic_search,53.96643518518518,True
d88a45e680327e0b22a34020d8f78252,9261d76c62caaf0b24677c2ceb7f8f20,2018-05-22 21:25:39,2018-07-05 09:49:54,unknown,43.516840277777774,True
e2e57ded5b59a2058dd5855564c6b5ea,160851d3ece7aa1a510f8d1a4bb8a8af,2018-07-18 20:24:28,2018-07-29 11:15:05,unknown,10.618483796296296,True
098d6dd896e6740f88282b48495d47ef,c004e5ea15737026cecaee0447e00b75,2018-03-26 19:31:38,2018-08-06 11:06:21,paid_search,132.6491087962963,True
d0b16c2b9e945575082a7e81f6f933b0,7ff588a03c2aeae4fbd23f9ae64b760d,2018-05-21 20:28:33,2018-06-06 08:34:53,paid_search,15.504398148148148,True
512182619d12ae0863827b7e5ab97f19,880ce4951cf857ab1d9e0b75c1d856f4,2018-01-31 02:00:00,2018-02-13 21:06:34,organic_search,13.796226851851852,True
0951c34dc17cf35be31bb59fa96435df,9e6967d3cf386d284251784b18ccb485,2018-04-13 13:41:51,2018-06-12 20:43:08,organic_search,60.29255787037037,True
8292c2c5afbab7549123a2640e22044a,e9c2dc0dd4ac38448289be644ac94f42,2018-06-20 18:32:56,2018-07-03 23:37:11,direct_traffic,13.211284722222222,True
7270ec1d67725ee992193adf9e9f2637,964ff64dc05b13811c6d0f41e0aa5f6b,2018-04-11 14:36:14,2018-07-18 22:43:29,unknown,98.33836805555555,True
4de20dd98d2ca78fd643bdc4f0a6359b,1cbdc7cf130a41fd13a3c2a7d2fcfda7,2018-03-16 19:39:38,2018-05-06 11:15:20,unknown,50.649791666666665,True
3c803c1d8fef5385ca87aa1f8952338e,271b8923c6a549e02d3c9fd1f8c0422b,2018-06-01 16:45:27,2018-07-30 19:39:13,unknown,59.120671296296294,True
3cab34e6c6a51d1f2ca8e76908c62368,44717f64ec2a457979cf83c429077666,2018-04-05 19:05:16,2018-08-01 00:48:09,direct_traffic,117.23811342592593,True
e2e3fb19cb1f4edf8c601bab9adbad86,31be790e64fc99f8ff48ec2bd18a3104,2018-06-29 20:16:50,2018-07-29 23:08:40,social,30.119328703703705,True
0de705dc7d8026cc9b2128b775e4c35e,120476eb7a04c149d14772edaf5d9bf2,2018-06-25 18:42:15,2018-07-14 09:19:17,paid_search,18.609050925925924,True
8f118ab2a5c0d99362fb67e29856acab,94d76e96eedd976258cd3278ce56d5f2,2018-02-07 20:39:32,2018-05-09 11:41:46,organic_search,90.62655092592593,True
299d8968ef74c5086cb3ee21f13ed27a,377bc18334c78dd2f1535ef22a3ad225,2018-03-07 22:08:32,2018-08-18 20:59:58,unknown,163.95238425925925,True
081c243a74472af67b65145cff5221c7,58f1a6197ed863543e0136bdedb3fce2,2018-02-27 17:30:22,2018-05-10 20:49:54,paid_search,72.13856481481481,True
39ecc5282d4511dca4c757113e1312d1,65febd49fd28ec955651299159b1f527,2018-03-19 18:58:47,2018-04-17 10:14:25,organic_search,28.635856481481483,True
02c1f06978b821b2996ec257932f2947,9b1585752613ec342d03bbab9997ec48,2018-05-11 14:22:51,2018-08-07 10:52:58,organic_search,87.85424768518519,True
072446c6aa02c85a9a91d6a75116def5,cbf09e831b0c11f6f23ffb51004db972,2018-04-10 18:20:00,2018-05-03 11:21:25,organic_search,22.70931712962963,True
0d8b45d95dc4bd9712dc67f87db79a8e,4f0d637c1197fd65405ebd755ac9f86b,2018-03-12 21:20:49,2018-05-30 21:48:24,paid_search,79.0191550925926,True
fe75268bb28b40ef89979d0ec2c54497,dbdd0ec73a4817971d962698f2fea022,2018-02-02 13:08:11,2018-04-30 11:04:32,direct_traffic,86.91413194444445,True
239ce949b3bcb25a0c47779fe37c80e0,caa9bc43a9fe8cf9c564ddd8a03cc4a6,2018-03-28 16:09:52,2018-04-16 13:04:33,unknown,18.87130787037037,True
b8bb2a1d59f4ecae0646fc039b75391e,fe87f472055fbcf1d7e691c00b1560dc,2018-01-23 12:41:16,2018-05-07 13:09:18,other,104.01946759259259,True
6c6094f256f51e83fe02bce6091163e7,da4d149c0ddbac90557103ac0a0ec356,2018-01-11 17:16:48,2018-08-20 12:37:54,organic_search,220.80631944444445,True
10fa97233fb64af4b6ce8316d0bc2eca,693660429f9dc4ff704eb3d88dad54d7,2018-05-25 21:25:11,2018-07-22 17:24:17,social,57.832708333333336,True
cdd41e8e7e609526df11a959b953cc0d,7d7866a99a8656a42c7ff6352a433410,2018-05-30 22:29:56,2018-07-03 23:18:04,organic_search,34.033425925925926,True
3c13b54db21952663b5775d142be0ed2,657969cca82e884d272385ec0ef06edd,2018-02-08 19:03:20,2018-05-01 10:10:41,social,81.63010416666667,True
5bee2861956d76fe35e91c33bc4a81b3,dda37071807e404c5bb2a1590c66326f,2018-03-26 20:08:26,2018-04-24 08:37:20,paid_search,28.520069444444445,True
37d92d59a2b02e0256aa1d2bddcfa50d,671585f5a2af58b6e276bc01003c0d2b,2018-06-19 19:54:25,2018-07-27 21:43:27,social,38.07571759259259,True
503831c6265361a08aa4113b4d867178,4a1f694197d05fe70026b016a7316b41,2018-02-02 11:25:23,2018-02-17 01:22:20,paid_search,14.581215277777778,True
bc55d3363ee659d6ab6c908b932c7705,3d3ccf2b2f8134b10dce9dd446f0e075,2018-04-25 18:28:42,2018-06-20 21:14:59,paid_search,56.11547453703704,True
1b34d47c57a081fbfeec93a1065e69bd,2cb6eb1b7185064167657fa09f541105,2018-01-15 17:14:00,2018-02-20 22:32:06,paid_search,36.22090277777778,True
a463cac2327534f6f02563ffbdf92918,c84592044b180dec206770c38603814b,2018-01-30 18:06:36,2018-02-28 14:53:09,unknown,28.865659722222222,True
4b4234f02431d2179f5d18fd1db0ef8e,c3e1abd72a42fe690fcd89cf5720fe29,2018-04-27 12:40:32,2018-05-22 19:45:11,organic_search,25.29489583333333,True
05ede5cedad6c61ef99376296b0699ef,4d0041cdbe51b4617d95c70b19decc74,2018-04-20 19:29:22,2018-05-10 21:50:13,organic_search,20.0978125,True
e5d0a99e3684733914f594116839e0c2,2fa13c8bd5705d279f7ed5cc9ec61c68,2018-01-18 02:00:00,2018-04-20 11:25:54,unknown,92.39298611111111,True
3461d99a30c72933c66cac4f1c02bd14,18e694e0e48ed6f7aa3f24aade5fd697,2018-03-27 03:00:00,2018-06-05 19:28:28,unknown,70.68643518518519,True
245e57794c369c8617378e285ee9755c,fd435faa3c0422b60440ea3480d0e77c,2018-07-26 17:03:01,2018-08-20 07:36:53,unknown,24.60685185185185,True
b9ed46d1ff01c4fb8e3f2453091804d0,7816cd9c5b1238e320545f5bf7eb80e8,2018-05-14 19:41:58,2018-05-24 21:30:11,organic_search,10.075150462962963,True
be8eca3856293b0591f6240af2b62091,c963a25b8671419c6ce9eebe8fd03218,2018-03-13 15:51:54,2018-05-01 01:28:38,paid_search,48.40050925925926,True
42e63e1b4d6aa921fd566bdef26e5ef4,2aafae69bf4c41fbd94053d9413e87ee,2018-04-19 14:13:04,2018-05-24 15:22:39,social,35.04832175925926,True
8423896e04d8cc356ddbb29d4cc9288d,d66c11a9572221d92fbb8c4897db5f9b,2018-04-14 03:00:00,2018-06-23 22:12:28,direct_traffic,70.80032407407407,True
180d9ac0990bb42907fe9cc7aa3eb5a1,01fd077212124329bac32490e8ef80d9,2018-03-28 22:45:45,2018-04-16 10:44:09,unknown,18.49888888888889,True
cb92c899ab0e2c0fcf4d4e11e9930f6a,9d213f303afae4983637247556438ede,2018-05-11 12:46:58,2018-07-14 00:04:42,paid_search,63.47064814814815,True
439c56de17208ac25a2abee9beca46f7,8c9348f33ae3dada25c99c99ade2af78,2018-04-25 21:44:40,2018-06-19 11:34:27,paid_search,54.57623842592593,True
9577014358ebabb5010e7513a7439a82,f1b854361f4e15d5851b494df66f22b2,2018-04-11 16:05:14,2018-04-15 17:02:51,direct_traffic,4.040011574074074,True
c6c02ef92aa0dcb6c333a27cfb22d47c,c8665a4dd081a2c436b1cd921079d0d9,2018-05-10 17:13:16,2018-06-18 12:48:25,direct_traffic,38.81607638888889,True
22c0b2a19a05fff19e92fab5a0b7728b,138dbe45fc62f1e244378131a6801526,2018-04-25 17:19:34,2018-05-07 11:11:27,paid_search,11.744363425925926,True
bea6f48261d29b0dba555367e277f670,eb72802c83dc7547529c9546d1a9b8ef,2018-04-30 17:43:10,2018-05-07 20:36:52,organic_search,7.120625,True
84ca5950143557353793f24e65e1af22,b67d6c666e8dce1d078c882825e12704,2018-04-20 14:26:36,2018-07-06 12:11:22,unknown,76.90608796296296,True
68482ad368c7b9779cf50a7164815379,980640c45d7a4635885491d077167e4d,2018-05-24 20:25:11,2018-07-01 09:14:54,unknown,37.53452546296296,True
29ed0987440c24898ae109b05a1d3f8e,dc7192adf8ba09569261f4a8d576afe0,2018-05-11 20:38:50,2018-07-22 19:49:25,unknown,71.96568287037037,True
ab65e1a4d850fa15d38469a1ad02ce90,ffad1e7127fb622cb64a900751590acd,2018-02-02 20:42:47,2018-03-13 14:21:08,organic_search,38.734965277777775,True
2f45fb6d3d46af0423ad2813249ac4a2,7b98de631987e26dd6d803490c43a13c,2018-05-08 17:18:41,2018-05-22 15:14:41,organic_search,13.91388888888889,True
a06df17094fd9599cad32555b897a0d3,70bf57d811208f8923b41bbd499a67a4,2018-06-08 12:10:27,2018-06-26 20:41:56,direct_traffic,18.355196759259258,True
5f7526ec1bdd6eebdf4f7d0054cfe163,bc8c8d665ec4664d286be0d521722b19,2018-04-17 17:18:12,2018-08-06 15:03:53,organic_search,110.90672453703704,True
1024cf4dc7f44bc2296769309fcfb4e5,a63bfbaa882c8f4542891b4e2246cc7f,2018-05-24 16:11:06,2018-06-11 23:01:49,referral,18.285219907407406,True
352409af828b39fe2353dfbe5e813752,33d677f27a69b84051204ee4ae76eaca,2018-01-10 19:40:52,2018-03-17 19:07:43,direct_traffic,65.97697916666667,True
bf5b131e6aee15fa373fb4d113b4a65c,8a8835a43bda99fd37310ad76c457510,2018-05-17 12:09:33,2018-07-16 18:39:09,referral,60.27055555555555,True
ee488918cd8d11b893067864f9dabddb,0873d9f8f36123f8d910f4760e788cfb,2018-03-27 03:00:00,2018-05-07 20:22:07,unknown,41.72369212962963,True
145bce9926e5e1adbddd13d9ee519c3e,59bbc819b99a733f02f0d6b49d1c253d,2018-02-06 02:00:00,2018-05-08 20:24:56,organic_search,91.76731481481481,True
aa65c38536b38e859fdecdcea7335154,61b18775be84fb700a6b2d0ba097bf66,2018-02-27 19:13:04,2018-04-16 20:07:20,paid_search,48.03768518518518,True
24227051b98de30e484412134e0d0e49,761681a821d8275bc79f552116d06869,2018-01-16 02:00:00,2018-04-23 19:27:59,organic_search,97.72776620370371,True
e29db7c8b090e8df0246f5a54cd72799,1a8e2d9c38b84a9702ac7922924b0573,2018-01-22 17:11:43,2018-02-06 10:54:24,paid_search,14.737974537037037,True
a58f8a3280b2dd6440d88af9decb9b1f,c32fc744b9160ac853450488e3cfea93,2018-03-05 20:54:03,2018-03-19 17:28:25,organic_search,13.857199074074074,True
3469f647707d7517364600b07bd45816,165b1235e9e9942cb5fae67103576fb0,2018-04-30 16:01:35,2018-05-20 08:41:02,paid_search,19.6940625,True
fc723a87e241c9b3c2e5fd4df4ff8e9d,9803a40e82e45418ab7fb84091af5231,2018-03-09 14:18:20,2018-05-19 10:45:27,organic_search,70.85216435185185,True
a7a8f7739ddc1abdd3bf7d4f9d8a911f,ec8463980a4e0ea9f8517aea1ed0c419,2018-04-09 18:58:34,2018-07-16 16:35:30,organic_search,97.90064814814815,True
647715020a35f278c5ff9de26e2a4f9b,f9eda05b67bef472deaddbba84aca289,2018-03-07 17:11:48,2018-06-05 19:06:38,paid_search,90.07974537037038,True
