days_since_won,at_risk,events,censored,survival,cumulative_activation
43.8779,-1855,1,31,0.6479741558996867,0.35202584410031335
44.0455,-1887,1,32,0.6479741558996867,0.35202584410031335
44.1146,-1920,1,32,0.6479741558996867,0.35202584410031335
44.2552,-1953,1,32,0.6479741558996867,0.35202584410031335
44.3311,-1986,1,32,0.6479741558996867,0.35202584410031335
44.354,-2019,1,32,0.6479741558996867,0.35202584410031335
44.6974,-2052,1,33,0.6479741558996867,0.35202584410031335
45.0378,-2086,1,33,0.6479741558996867,0.35202584410031335
45.1869,-2120,1,33,0.6479741558996867,0.35202584410031335
45.2756,-2154,1,33,0.6479741558996867,0.35202584410031335
45.7881,-2188,1,33,0.6479741558996867,0.35202584410031335
45.8961,-2222,1,33,0.6479741558996867,0.35202584410031335
46.0176,-2256,1,33,0.6479741558996867,0.35202584410031335
46.8586,-2290,1,33,0.6479741558996867,0.35202584410031335
47.0188,-2324,1,33,0.6479741558996867,0.35202584410031335
47.3607,-2358,1,33,0.6479741558996867,0.35202584410031335
47.6716,-2392,1,33,0.6479741558996867,0.35202584410031335
48.0377,-2426,1,35,0.6479741558996867,0.35202584410031335
48.4005,-2462,1,36,0.6479741558996867,0.35202584410031335
49.1005,-2499,1,36,0.6479741558996867,0.35202584410031335
49.4106,-2536,1,36,0.6479741558996867,0.35202584410031335
49.7959,-2573,1,36,0.6479741558996867,0.35202584410031335
50.2992,-2610,1,38,0.6479741558996867,0.35202584410031335
50.6498,-2649,1,38,0.6479741558996867,0.35202584410031335
50.7875,-2688,1,38,0.6479741558996867,0.35202584410031335
51.383,-2727,1,38,0.6479741558996867,0.35202584410031335
51.6188,-2766,1,38,0.6479741558996867,0.35202584410031335
51.9936,-2805,1,38,0.6479741558996867,0.35202584410031335
52.2933,-2844,1,38,0.6479741558996867,0.35202584410031335
52.4099,-2883,1,38,0.6479741558996867,0.35202584410031335
52.6107,-2922,1,38,0.6479741558996867,0.35202584410031335
52.822,-2961,1,38,0.6479741558996867,0.35202584410031335
52.8909,-3000,1,38,0.6479741558996867,0.35202584410031335
52.9015,-3039,1,38,0.6479741558996867,0.35202584410031335
53.0786,-3078,1,38,0.6479741558996867,0.35202584410031335
53.3612,-3117,1,38,0.6479741558996867,0.35202584410031335
53.5034,-3156,1,38,0.6479741558996867,0.35202584410031335
53.8266,-3195,1,38,0.6479741558996867,0.35202584410031335
53.9664,-3234,1,38,0.6479741558996867,0.35202584410031335
54.0913,-3273,1,38,0.6479741558996867,0.35202584410031335
54.2638,-3312,1,39,0.6479741558996867,0.35202584410031335
54.5676,-3352,1,39,0.6479741558996867,0.35202584410031335
54.5762,-3392,1,39,0.6479741558996867,0.35202584410031335
55.1887,-3432,1,41,0.6479741558996867,0.35202584410031335
55.8339,-3474,1,42,0.6479741558996867,0.35202584410031335
55.8838,-3517,1,42,0.6479741558996867,0.35202584410031335
55.9378,-3560,1,42,0.6479741558996867,0.35202584410031335
56.1155,-3603,1,42,0.6479741558996867,0.35202584410031335
56.1999,-3646,1,43,0.6479741558996867,0.35202584410031335
56.7119,-3690,1,43,0.6479741558996867,0.35202584410031335
56.8633,-3734,1,44,0.6479741558996867,0.35202584410031335
57.0404,-3779,1,44,0.6479741558996867,0.35202584410031335
57.8327,-3824,1,45,0.6479741558996867,0.35202584410031335
58.3842,-3870,1,50,0.6479741558996867,0.35202584410031335
58.3898,-3921,1,50,0.6479741558996867,0.35202584410031335
58.6024,-3972,1,50,0.6479741558996867,0.35202584410031335
59.1207,-4023,1,50,0.6479741558996867,0.35202584410031335
59.2453,-4074,1,50,0.6479741558996867,0.35202584410031335
59.7389,-4125,1,50,0.6479741558996867,0.35202584410031335
59.8241,-4176,1,50,0.6479741558996867,0.35202584410031335
59.9142,-4227,1,50,0.6479741558996867,0.35202584410031335
60.2706,-4278,1,50,0.6479741558996867,0.35202584410031335
60.2926,-4329,1,50,0.6479741558996867,0.35202584410031335
60.9767,-4380,1,51,0.6479741558996867,0.35202584410031335
61.5743,-4432,1,52,0.6479741558996867,0.35202584410031335
61.9815,-4485,1,53,0.6479741558996867,0.35202584410031335
62.1242,-4539,1,53,0.6479741558996867,0.35202584410031335
62.2857,-4593,1,53,0.6479741558996867,0.35202584410031335
62.6875,-4647,1,53,0.6479741558996867,0.35202584410031335
62.7198,-4701,1,53,0.6479741558996867,0.35202584410031335
63.0406,-4755,1,54,0.6479741558996867,0.35202584410031335
63.4706,-4810,1,54,0.6479741558996867,0.35202584410031335
63.6234,-4865,1,54,0.6479741558996867,0.35202584410031335
63.7193,-4920,1,54,0.6479741558996867,0.35202584410031335
64.1199,-4975,1,55,0.6479741558996867,0.35202584410031335
64.3789,-5031,1,56,0.6479741558996867,0.35202584410031335
64.62,-5088,1,56,0.6479741558996867,0.35202584410031335
64.9196,-5145,1,56,0.6479741558996867,0.35202584410031335
65.3422,-5202,1,56,0.6479741558996867,0.35202584410031335
65.977,-5259,1,56,0.6479741558996867,0.35202584410031335
67.5455,-5316,1,56,0.6479741558996867,0.35202584410031335
68.4359,-5373,1,58,0.6479741558996867,0.35202584410031335
68.4593,-5432,1,58,0.6479741558996867,0.35202584410031335
68.9051,-5491,1,58,0.6479741558996867,0.35202584410031335
69.1637,-5550,1,58,0.6479741558996867,0.35202584410031335
69.8976,-5609,1,59,0.6479741558996867,0.35202584410031335
70.0028,-5669,1,59,0.6479741558996867,0.35202584410031335
70.2409,-5729,1,60,0.6479741558996867,0.35202584410031335
70.6456,-5790,1,60,0.6479741558996867,0.35202584410031335
70.6655,-5851,1,60,0.6479741558996867,0.35202584410031335
70.6864,-5912,1,60,0.6479741558996867,0.35202584410031335
70.8003,-5973,1,60,0.6479741558996867,0.35202584410031335
70.8522,-6034,1,60,0.6479741558996867,0.35202584410031335
70.928,-6095,1,61,0.6479741558996867,0.35202584410031335
70.9675,-6157,1,61,0.6479741558996867,0.35202584410031335
71.8077,-6219,1,61,0.6479741558996867,0.35202584410031335
71.8955,-6281,1,61,0.6479741558996867,0.35202584410031335
71.9657,-6343,1,61,0.6479741558996867,0.35202584410031335
72.1386,-6405,1,61,0.6479741558996867,0.35202584410031335
72.4999,-6467,1,61,0.6479741558996867,0.35202584410031335
72.9552,-6529,1,61,0.6479741558996867,0.35202584410031335
73.3684,-6591,1,61,0.6479741558996867,0.35202584410031335
73.5544,-6653,1,61,0.6479741558996867,0.35202584410031335
74.4318,-6715,1,61,0.6479741558996867,0.35202584410031335
74.6056,-6777,1,61,0.6479741558996867,0.35202584410031335
75.1012,-6839,1,62,0.6479741558996867,0.35202584410031335
75.8372,-6902,1,62,0.6479741558996867,0.35202584410031335
76.0557,-6965,1,63,0.6479741558996867,0.35202584410031335
76.7495,-7029,1,63,0.6479741558996867,0.35202584410031335
76.7944,-7093,1,63,0.6479741558996867,0.35202584410031335
76.9061,-7157,1,64,0.6479741558996867,0.35202584410031335
77.7928,-7222,1,65,0.6479741558996867,0.35202584410031335
78.0058,-7288,1,66,0.6479741558996867,0.35202584410031335
78.1004,-7355,1,66,0.6479741558996867,0.35202584410031335
78.8681,-7422,1,67,0.6479741558996867,0.35202584410031335
79.0192,-7490,1,68,0.6479741558996867,0.35202584410031335
79.0267,-7559,1,68,0.6479741558996867,0.35202584410031335
80.3287,-7628,1,69,0.6479741558996867,0.35202584410031335
80.8316,-7698,1,69,0.6479741558996867,0.35202584410031335
80.936,-7768,1,69,0.6479741558996867,0.35202584410031335
80.9833,-7838,1,69,0.6479741558996867,0.35202584410031335
81.6301,-7908,1,69,0.6479741558996867,0.35202584410031335
81.8931,-7978,1,69,0.6479741558996867,0.35202584410031335
82.0044,-8048,1,69,0.6479741558996867,0.35202584410031335
82.3458,-8118,1,69,0.6479741558996867,0.35202584410031335
83.1575,-8188,1,70,0.6479741558996867,0.35202584410031335
84.2698,-8259,1,70,0.6479741558996867,0.35202584410031335
84.3602,-8330,1,70,0.6479741558996867,0.35202584410031335
86.1413,-8401,1,70,0.6479741558996867,0.35202584410031335
86.3761,-8472,1,70,0.6479741558996867,0.35202584410031335
86.9141,-8543,1,70,0.6479741558996867,0.35202584410031335
87.0087,-8614,1,70,0.6479741558996867,0.35202584410031335
87.3291,-8685,1,70,0.6479741558996867,0.35202584410031335
87.8542,-8756,1,70,0.6479741558996867,0.35202584410031335
88.2497,-8827,1,70,0.6479741558996867,0.35202584410031335
88.3124,-8898,1,70,0.6479741558996867,0.35202584410031335
88.4161,-8969,1,70,0.6479741558996867,0.35202584410031335
88.8714,-9040,1,70,0.6479741558996867,0.35202584410031335
90.0797,-9111,1,71,0.6479741558996867,0.35202584410031335
90.3019,-9183,1,71,0.6479741558996867,0.35202584410031335
90.6266,-9255,1,71,0.6479741558996867,0.35202584410031335
90.7033,-9327,1,71,0.6479741558996867,0.35202584410031335
91.7673,-9399,1,72,0.6479741558996867,0.35202584410031335
92.393,-9472,1,74,0.6479741558996867,0.35202584410031335
92.5125,-9547,1,74,0.6479741558996867,0.35202584410031335
93.029,-9622,1,74,0.6479741558996867,0.35202584410031335
96.0173,-9697,1,78,0.6479741558996867,0.35202584410031335
97.7278,-9776,1,80,0.6479741558996867,0.35202584410031335
97.9006,-9857,1,80,0.6479741558996867,0.35202584410031335
97.9798,-9938,1,80,0.6479741558996867,0.35202584410031335
98.0455,-10019,1,80,0.6479741558996867,0.35202584410031335
98.3384,-10100,1,81,0.6479741558996867,0.35202584410031335
99.1675,-10182,1,82,0.6479741558996867,0.35202584410031335
99.2302,-10265,1,82,0.6479741558996867,0.35202584410031335
101.0003,-10348,1,86,0.6479741558996867,0.35202584410031335
102.8784,-10435,1,86,0.6479741558996867,0.35202584410031335
103.9511,-10522,1,87,0.6479741558996867,0.35202584410031335
104.0195,-10610,1,87,0.6479741558996867,0.35202584410031335
104.7657,-10698,1,87,0.6479741558996867,0.35202584410031335
105.4934,-10786,1,88,0.6479741558996867,0.35202584410031335
105.8401,-10875,1,88,0.6479741558996867,0.35202584410031335
106.5808,-10964,1,89,0.6479741558996867,0.35202584410031335
107.3243,-11054,1,91,0.6479741558996867,0.35202584410031335
108.9198,-11146,1,91,0.6479741558996867,0.35202584410031335
109.9954,-11238,1,93,0.6479741558996867,0.35202584410031335
110.9067,-11332,1,93,0.6479741558996867,0.35202584410031335
111.4797,-11426,1,94,0.6479741558996867,0.35202584410031335
112.3205,-11521,1,94,0.6479741558996867,0.35202584410031335
114.0704,-11616,1,97,0.6479741558996867,0.35202584410031335
114.1018,-11714,1,97,0.6479741558996867,0.35202584410031335
115.8345,-11812,1,97,0.6479741558996867,0.35202584410031335
116.754,-11910,1,97,0.6479741558996867,0.35202584410031335
116.8831,-12008,1,97,0.6479741558996867,0.35202584410031335
117.2381,-12106,1,97,0.6479741558996867,0.35202584410031335
118.0572,-12204,1,97,0.6479741558996867,0.35202584410031335
118.6749,-12302,1,97,0.6479741558996867,0.35202584410031335
119.3653,-12400,1,98,0.6479741558996867,0.35202584410031335
123.8076,-12499,1,102,0.6479741558996867,0.35202584410031335
127.6074,-12602,1,109,0.6479741558996867,0.35202584410031335
129.5862,-12712,1,114,0.6479741558996867,0.35202584410031335
129.7844,-12827,1,114,0.6479741558996867,0.35202584410031335
132.1969,-12942,1,116,0.6479741558996867,0.35202584410031335
132.6491,-13059,1,116,0.6479741558996867,0.35202584410031335
133.7524,-13176,1,119,0.6479741558996867,0.35202584410031335
134.9193,-13296,1,120,0.6479741558996867,0.35202584410031335
135.8869,-13417,1,124,0.6479741558996867,0.35202584410031335
138.1936,-13542,1,124,0.6479741558996867,0.35202584410031335
144.4118,-13667,1,131,0.6479741558996867,0.35202584410031335
158.0539,-13799,1,165,0.6479741558996867,0.35202584410031335
163.9524,-13965,1,177,0.6479741558996867,0.35202584410031335
166.7992,-14143,1,179,0.6479741558996867,0.35202584410031335
186.8964,-14323,1,243,0.6479741558996867,0.35202584410031335
188.871,-14567,1,255,0.6479741558996867,0.35202584410031335
220.8063,-14823,1,337,0.6479741558996867,0.35202584410031335

