metric_version,closed_sellers,matched_closed_sellers,activation_eligible_sellers,observed_activated_sellers,censored_sellers,excluded_after_observation_end,observation_end_date,observed_activation_rate,median_activation_days,observed_activator_median_days,eligible_n_le_7d,activated_n_le_7d,activation_rate_le_7d,ci_low_le_7d,ci_high_le_7d,eligible_n_le_30d,activated_n_le_30d,activation_rate_le_30d,ci_low_le_30d,ci_high_le_30d,eligible_n_le_60d,activated_n_le_60d,activation_rate_le_60d,ci_low_le_60d,ci_high_le_60d,eligible_n_le_90d,activated_n_le_90d,activation_rate_le_90d,ci_low_le_90d,ci_high_le_90d
v3,842,380,840,380,460,2,2018-11-12,0.4523809523809524,44.293130787037036,44.293130787037036,838,15,0.017899761336515514,0.01087702590183824,0.029322299595983425,825,130,0.15757575757575756,0.13430803846320913,0.1840175665277591,803,247,0.30759651307596514,0.2766556353131039,0.3403694981602744,769,324,0.4213263979193758,0.3869032473525152,0.45653165301548765
